Student,Average Heart Rate,Average Temperature
S1,88.62493241992223,23.338687280133307
S10,89.7252842066284,22.9310183299389
S2,89.68153675245324,23.509111275689687
S3,86.7526235882244,22.99337715237919
S4,93.93452879096463,22.954051101647842
S5,92.09637289390854,23.101790409183486
S6,94.45961118311423,23.28264580633216
S7,97.96611368265135,23.122205147194965
S8,99.42158859470469,23.45502869838919
S9,90.97654693575264,23.16163488242918
