Time,Heart Rate
09:00:00,92.465
09:00:01,92.563
09:00:02,92.637
09:00:03,92.74
09:00:04,92.80199999999999
09:00:05,92.796
09:00:06,92.815
09:00:07,92.827
09:00:08,92.783
09:00:09,92.78099999999999
09:00:10,92.79499999999999
09:00:11,92.774
09:00:12,92.774
09:00:13,92.75899999999999
09:00:14,92.69800000000001
09:00:15,92.636
09:00:16,92.601
09:00:17,92.587
09:00:18,92.595
09:00:19,92.58500000000001
09:00:20,92.586
09:00:21,92.578
09:00:22,92.575
09:00:23,92.548
09:00:24,92.499
09:00:25,92.44800000000001
09:00:26,92.39500000000001
09:00:27,92.397
09:00:28,92.39099999999999
09:00:29,92.366
09:00:30,92.317
09:00:31,92.263
09:00:32,92.202
09:00:33,92.11699999999999
09:00:34,92.04400000000001
09:00:35,91.946
09:00:36,91.865
09:00:37,91.78999999999999
09:00:38,91.701
09:00:39,91.616
09:00:40,91.522
09:00:41,91.37
09:00:42,91.217
09:00:43,91.079
09:00:44,90.962
09:00:45,90.87
09:00:46,90.793
09:00:47,90.688
09:00:48,90.611
09:00:49,90.569
09:00:50,90.524
09:00:51,90.49
09:00:52,90.488
09:00:53,90.45599999999999
09:00:54,90.421
09:00:55,90.374
09:00:56,90.324
09:00:57,90.25699999999999
09:00:58,90.143
09:00:59,90.041
09:01:00,89.979
09:01:01,89.909
09:01:02,89.83500000000001
09:01:03,89.741
09:01:04,89.67
09:01:05,89.65
09:01:06,89.644
09:01:07,89.655
09:01:08,89.752
09:01:09,89.824
09:01:10,89.875
09:01:11,89.95
09:01:12,90.027
09:01:13,90.078
09:01:14,90.143
09:01:15,90.17999999999999
09:01:16,90.215
09:01:17,90.231
09:01:18,90.242
09:01:19,90.253
09:01:20,90.276
09:01:21,90.297
09:01:22,90.34200000000001
09:01:23,90.41900000000001
09:01:24,90.49300000000001
09:01:25,90.574
09:01:26,90.673
09:01:27,90.74
09:01:28,90.854
09:01:29,90.94
09:01:30,91.038
09:01:31,91.122
09:01:32,91.19399999999999
09:01:33,91.326
09:01:34,91.485
09:01:35,91.65
09:01:36,91.783
09:01:37,91.926
09:01:38,92.093
09:01:39,92.267
09:01:40,92.434
09:01:41,92.631
09:01:42,92.846
09:01:43,93.03999999999999
09:01:44,93.204
09:01:45,93.357
09:01:46,93.463
09:01:47,93.55199999999999
09:01:48,93.66799999999999
09:01:49,93.757
09:01:50,93.83500000000001
09:01:51,93.89099999999999
09:01:52,93.902
09:01:53,93.98100000000001
09:01:54,94.08099999999999
09:01:55,94.22
09:01:56,94.313
09:01:57,94.43199999999999
09:01:58,94.61
09:01:59,94.779
09:02:00,94.905
09:02:01,95.029
09:02:02,95.192
09:02:03,95.34
09:02:04,95.489
09:02:05,95.624
09:02:06,95.73400000000001
09:02:07,95.806
09:02:08,95.85
09:02:09,95.882
09:02:10,95.939
09:02:11,95.979
09:02:12,95.993
09:02:13,96.039
09:02:14,96.06
09:02:15,96.138
09:02:16,96.22
09:02:17,96.325
09:02:18,96.43299999999999
09:02:19,96.54299999999999
09:02:20,96.652
09:02:21,96.764
09:02:22,96.845
09:02:23,96.91
09:02:24,96.991
09:02:25,97.075
09:02:26,97.126
09:02:27,97.178
09:02:28,97.158
09:02:29,97.176
09:02:30,97.172
09:02:31,97.171
09:02:32,97.192
09:02:33,97.162
09:02:34,97.119
09:02:35,97.075
09:02:36,97.039
09:02:37,96.99300000000001
09:02:38,96.926
09:02:39,96.85
09:02:40,96.8
09:02:41,96.762
09:02:42,96.711
09:02:43,96.659
09:02:44,96.596
09:02:45,96.541
09:02:46,96.53200000000001
09:02:47,96.524
09:02:48,96.49
09:02:49,96.439
09:02:50,96.40700000000001
09:02:51,96.357
09:02:52,96.311
09:02:53,96.169
09:02:54,96.023
09:02:55,95.836
09:02:56,95.673
09:02:57,95.503
09:02:58,95.346
09:02:59,95.201
09:03:00,95.088
09:03:01,94.95700000000001
09:03:02,94.812
09:03:03,94.71900000000001
09:03:04,94.602
09:03:05,94.464
09:03:06,94.295
