Time,Heart Rate
09:06:15,87.747
09:06:16,87.885
09:06:17,88.02000000000001
09:06:18,88.133
09:06:19,88.285
09:06:20,88.44300000000001
09:06:21,88.606
09:06:22,88.769
09:06:23,88.918
09:06:24,89.115
09:06:25,89.256
09:06:26,89.388
09:06:27,89.548
09:06:28,89.682
09:06:29,89.873
09:06:30,90.021
09:06:31,90.173
09:06:32,90.317
09:06:33,90.449
09:06:34,90.575
09:06:35,90.664
09:06:36,90.747
09:06:37,90.884
09:06:38,91.005
09:06:39,91.123
09:06:40,91.251
09:06:41,91.401
09:06:42,91.538
09:06:43,91.579
09:06:44,91.58200000000001
09:06:45,91.55499999999999
09:06:46,91.547
09:06:47,91.53
09:06:48,91.601
09:06:49,91.635
09:06:50,91.687
09:06:51,91.723
09:06:52,91.741
09:06:53,91.738
09:06:54,91.70700000000001
09:06:55,91.702
09:06:56,91.69500000000001
09:06:57,91.681
09:06:58,91.872
09:06:59,92.046
09:07:00,92.201
09:07:01,92.361
09:07:02,92.47200000000001
09:07:03,92.575
09:07:04,92.712
09:07:05,92.816
09:07:06,92.95700000000001
09:07:07,93.011
09:07:08,93.05699999999999
09:07:09,93.084
09:07:10,93.158
09:07:11,93.21000000000001
09:07:12,93.272
09:07:13,93.338
09:07:14,93.394
09:07:15,93.40299999999999
09:07:16,93.44
09:07:17,93.474
09:07:18,93.523
09:07:19,93.549
09:07:20,93.574
09:07:21,93.583
09:07:22,93.638
09:07:23,93.702
09:07:24,93.76
09:07:25,93.837
09:07:26,93.89500000000001
09:07:27,93.991
09:07:28,94.137
09:07:29,94.245
09:07:30,94.387
09:07:31,94.529
09:07:32,94.664
09:07:33,94.799
09:07:34,94.919
09:07:35,95.027
09:07:36,95.115
09:07:37,95.223
09:07:38,95.319
09:07:39,95.41900000000001
09:07:40,95.47999999999999
09:07:41,95.54400000000001
09:07:42,95.6
09:07:43,95.654
09:07:44,95.766
09:07:45,95.87899999999999
09:07:46,95.978
09:07:47,96.065
09:07:48,96.079
09:07:49,96.08
09:07:50,96.018
09:07:51,95.97
09:07:52,95.923
09:07:53,95.866
09:07:54,95.818
09:07:55,95.774
09:07:56,95.727
09:07:57,95.72
09:07:58,95.70700000000001
09:07:59,95.719
09:08:00,95.74600000000001
09:08:01,95.806
09:08:02,95.885
09:08:03,95.97099999999999
09:08:04,96.03
09:08:05,96.16499999999999
09:08:06,96.271
09:08:07,96.342
09:08:08,96.42699999999999
09:08:09,96.477
09:08:10,96.51
09:08:11,96.535
09:08:12,96.559
09:08:13,96.553
09:08:14,96.545
09:08:15,96.561
09:08:16,96.53
09:08:17,96.512
09:08:18,96.5
09:08:19,96.481
09:08:20,96.47999999999999
09:08:21,96.473
09:08:22,96.426
09:08:23,96.387
09:08:24,96.354
09:08:25,96.315
09:08:26,96.293
09:08:27,96.23100000000001
09:08:28,96.139
09:08:29,96.05699999999999
09:08:30,95.96900000000001
09:08:31,95.888
09:08:32,95.808
09:08:33,95.74300000000001
09:08:34,95.682
09:08:35,95.64500000000001
09:08:36,95.596
09:08:37,95.483
09:08:38,95.384
09:08:39,95.274
09:08:40,95.162
09:08:41,95.026
09:08:42,94.884
09:08:43,94.73400000000001
09:08:44,94.567
09:08:45,94.40799999999999
09:08:46,94.25399999999999
09:08:47,94.126
09:08:48,94.019
09:08:49,93.928
09:08:50,93.89399999999999
09:08:51,93.834
09:08:52,93.8
09:08:53,93.765
09:08:54,93.728
09:08:55,93.587
09:08:56,93.41
09:08:57,93.235
09:08:58,93.074
09:08:59,92.888
09:09:00,92.717
09:09:01,92.561
09:09:02,92.414
09:09:03,92.237
09:09:04,92.118
09:09:05,91.95
09:09:06,91.81
09:09:07,91.63199999999999
09:09:08,91.451
09:09:09,91.307
09:09:10,91.19300000000001
09:09:11,91.026
09:09:12,90.873
09:09:13,90.736
09:09:14,90.608
09:09:15,90.487
09:09:16,90.353
09:09:17,90.223
09:09:18,90.103
09:09:19,89.966
09:09:20,89.79400000000001
09:09:21,89.655
09:09:22,89.50399999999999
09:09:23,89.466
09:09:24,89.436
09:09:25,89.40299999999999
09:09:26,89.373
09:09:27,89.28200000000001
09:09:28,89.314
09:09:29,89.386
09:09:30,89.499
09:09:31,89.613
09:09:32,89.728
09:09:33,89.80499999999999
09:09:34,89.853
09:09:35,89.898
09:09:36,89.96000000000001
09:09:37,90.02000000000001
09:09:38,90.07300000000001
09:09:39,90.124
09:09:40,90.199
09:09:41,90.238
09:09:42,90.286
09:09:43,90.301
09:09:44,90.229
09:09:45,90.16
09:09:46,90.1
09:09:47,90.03299999999999
09:09:48,89.937
09:09:49,89.91
09:09:50,89.737
09:09:51,89.678
09:09:52,89.596
09:09:53,89.562
09:09:54,89.55
09:09:55,89.604
09:09:56,89.68
09:09:57,89.71900000000001
09:09:58,89.748
09:09:59,89.777
09:10:00,89.80699999999999
09:10:01,89.83099999999999
09:10:02,89.83099999999999
09:10:03,89.865
09:10:04,89.868
09:10:05,89.864
09:10:06,89.865
09:10:07,89.924
09:10:08,90.003
09:10:09,90.06
09:10:10,90.088
09:10:11,90.178
09:10:12,90.318
09:10:13,90.509
09:10:14,90.678
09:10:15,90.81
09:10:16,90.971
09:10:17,91.16
09:10:18,91.325
09:10:19,91.50399999999999
09:10:20,91.7
09:10:21,91.87899999999999
09:10:22,92.078
09:10:23,92.189
09:10:24,92.311
09:10:25,92.436
09:10:26,92.495
09:10:27,92.59700000000001
09:10:28,92.599
09:10:29,92.58099999999999
09:10:30,92.574
09:10:31,92.541
09:10:32,92.502
09:10:33,92.462
09:10:34,92.43199999999999
09:10:35,92.38
09:10:36,92.314
09:10:37,92.271
09:10:38,92.238
09:10:39,92.204
09:10:40,92.18199999999999
09:10:41,92.223
09:10:42,92.248
09:10:43,92.286
09:10:44,92.4
09:10:45,92.525
09:10:46,92.628
09:10:47,92.721
09:10:48,92.786
09:10:49,92.72
09:10:50,92.86
09:10:51,92.951
09:10:52,92.99199999999999
09:10:53,92.977
09:10:54,92.946
09:10:55,92.96700000000001
09:10:56,92.978
09:10:57,93.03099999999999
09:10:58,93.045
09:10:59,93.054
09:11:00,93.067
09:11:01,93.077
09:11:02,93.08
09:11:03,93.062
09:11:04,93.05499999999999
09:11:05,93.039
09:11:06,93.046
09:11:07,93.087
09:11:08,93.122
09:11:09,93.159
09:11:10,93.227
09:11:11,93.288
09:11:12,93.252
09:11:13,93.188
09:11:14,93.15599999999999
09:11:15,93.144
09:11:16,93.114
09:11:17,93.042
09:11:18,92.967
09:11:19,92.889
09:11:20,92.801
09:11:21,92.72
09:11:22,92.636
09:11:23,92.539
09:11:24,92.39099999999999
09:11:25,92.229
09:11:26,92.14399999999999
09:11:27,92.082
09:11:28,92.03200000000001
09:11:29,91.94
09:11:30,91.78999999999999
09:11:31,91.692
09:11:32,91.569
09:11:33,91.477
09:11:34,91.41
09:11:35,91.35499999999999
09:11:36,91.312
09:11:37,91.28
09:11:38,91.232
09:11:39,91.19500000000001
09:11:40,91.186
09:11:41,91.16
09:11:42,91.134
09:11:43,91.128
09:11:44,91.115
09:11:45,91.102
09:11:46,91.09400000000001
09:11:47,91.112
09:11:48,91.148
09:11:49,91.22999999999999
09:11:50,91.272
09:11:51,91.26599999999999
09:11:52,91.318
09:11:53,91.303
09:11:54,91.285
09:11:55,91.22
09:11:56,91.146
09:11:57,91.067
09:11:58,91.01599999999999
09:11:59,90.96900000000001
09:12:00,90.897
09:12:01,90.851
09:12:02,90.82000000000001
09:12:03,90.798
09:12:04,90.772
09:12:05,90.76599999999999
09:12:06,90.726
09:12:07,90.66
09:12:08,90.576
09:12:09,90.515
09:12:10,90.41
09:12:11,90.32000000000001
09:12:12,90.248
09:12:13,90.161
09:12:14,90.103
09:12:15,90.03
09:12:16,89.966
09:12:17,89.89500000000001
09:12:18,89.831
09:12:19,89.767
09:12:20,89.708
09:12:21,89.602
09:12:22,89.497
09:12:23,89.394
09:12:24,89.313
09:12:25,89.24199999999999
09:12:26,89.16
09:12:27,89.061
09:12:28,88.947
09:12:29,88.869
09:12:30,88.797
09:12:31,88.685
09:12:32,88.591
09:12:33,88.501
09:12:34,88.40599999999999
09:12:35,88.311
09:12:36,88.208
09:12:37,88.066
09:12:38,87.92
09:12:39,87.799
09:12:40,87.64099999999999
09:12:41,87.51899999999999
09:12:42,87.421
09:12:43,87.299
09:12:44,87.174
09:12:45,87.08099999999999
09:12:46,86.98400000000001
09:12:47,86.864
09:12:48,86.729
09:12:49,86.612
09:12:50,86.493
09:12:51,86.39099999999999
09:12:52,86.26599999999999
09:12:53,86.228
09:12:54,86.185
09:12:55,86.143
09:12:56,86.127
09:12:57,86.10799999999999
09:12:58,86.104
09:12:59,86.13
09:13:00,86.171
09:13:01,86.17699999999999
09:13:02,86.163
09:13:03,86.17
09:13:04,86.15700000000001
09:13:05,86.15
09:13:06,86.154
09:13:07,86.136
09:13:08,86.113
09:13:09,86.072
09:13:10,86.187
09:13:11,86.287
09:13:12,86.41900000000001
09:13:13,86.51599999999999
09:13:14,86.583
09:13:15,86.674
09:13:16,86.779
09:13:17,87.002
09:13:18,87.224
09:13:19,87.42
09:13:20,87.644
09:13:21,87.921
09:13:22,88.149
09:13:23,88.349
09:13:24,88.527
09:13:25,88.689
09:13:26,88.864
09:13:27,89.023
09:13:28,89.189
09:13:29,89.35799999999999
09:13:30,89.503
09:13:31,89.65299999999999
09:13:32,89.798
09:13:33,89.951
09:13:34,90.178
09:13:35,90.38
09:13:36,90.592
09:13:37,90.804
09:13:38,91.021
09:13:39,91.225
09:13:40,91.417
09:13:41,91.548
09:13:42,91.656
09:13:43,91.74199999999999
09:13:44,91.745
09:13:45,91.75800000000001
09:13:46,91.768
09:13:47,91.784
09:13:48,91.8
09:13:49,91.829
09:13:50,91.853
09:13:51,91.833
09:13:52,91.82000000000001
09:13:53,91.834
09:13:54,91.80799999999999
09:13:55,91.788
09:13:56,91.76
09:13:57,91.718
09:13:58,91.688
09:13:59,91.63199999999999
09:14:00,91.547
09:14:01,91.506
09:14:02,91.464
09:14:03,91.422
09:14:04,91.392
09:14:05,91.337
09:14:06,91.297
09:14:07,91.28
09:14:08,91.268
09:14:09,91.245
09:14:10,91.09
09:14:11,90.954
09:14:12,90.78
09:14:13,90.642
09:14:14,90.475
09:14:15,90.298
09:14:16,90.10900000000001
09:14:17,89.873
09:14:18,89.637
09:14:19,89.385
09:14:20,89.12100000000001
09:14:21,88.89099999999999
09:14:22,88.712
09:14:23,88.545
09:14:24,88.463
09:14:25,88.397
09:14:26,88.329
09:14:27,88.294
09:14:28,88.235
09:14:29,88.181
09:14:30,88.126
09:14:31,88.081
09:14:32,88.123
09:14:33,88.11800000000001
09:14:34,88.06
09:14:35,88.036
09:14:36,87.952
09:14:37,87.892
09:14:38,87.85900000000001
09:14:39,87.812
09:14:40,87.767
09:14:41,87.751
09:14:42,87.761
09:14:43,87.824
09:14:44,87.98400000000001
09:14:45,88.071
09:14:46,88.159
09:14:47,88.28099999999999
09:14:48,88.433
09:14:49,88.576
09:14:50,88.755
09:14:51,88.973
09:14:52,89.207
09:14:53,89.387
09:14:54,89.624
09:14:55,89.86099999999999
09:14:56,90.087
09:14:57,90.375
09:14:58,90.637
09:14:59,90.908
09:15:00,91.27799999999999
09:15:01,91.532
09:15:02,91.816
09:15:03,92.086
09:15:04,92.327
09:15:05,92.583
09:15:06,92.815
09:15:07,93.013
09:15:08,93.19500000000001
09:15:09,93.42699999999999
09:15:10,93.664
09:15:11,93.852
09:15:12,94.018
09:15:13,94.187
09:15:14,94.351
09:15:15,94.49600000000001
09:15:16,94.64500000000001
09:15:17,94.756
09:15:18,94.826
09:15:19,94.93499999999999
09:15:20,95.014
09:15:21,95.071
09:15:22,95.131
09:15:23,95.162
09:15:24,95.09
09:15:25,94.979
09:15:26,94.967
09:15:27,94.995
09:15:28,94.84700000000001
09:15:29,94.663
09:15:30,94.486
09:15:31,94.31700000000001
09:15:32,94.054
09:15:33,93.788
09:15:34,93.481
09:15:35,93.239
09:15:36,93.061
09:15:37,92.917
09:15:38,92.777
09:15:39,92.64
09:15:40,92.511
09:15:41,92.372
09:15:42,92.16499999999999
09:15:43,92.05499999999999
09:15:44,91.863
09:15:45,91.69800000000001
09:15:46,91.523
09:15:47,91.32300000000001
09:15:48,91.10999999999999
09:15:49,90.893
09:15:50,90.57300000000001
09:15:51,90.239
09:15:52,89.887
09:15:53,89.579
09:15:54,89.26599999999999
09:15:55,88.99300000000001
09:15:56,88.733
09:15:57,88.428
09:15:58,88.096
09:15:59,87.749
09:16:00,87.33
09:16:01,86.975
09:16:02,86.611
09:16:03,86.26700000000001
09:16:04,85.966
09:16:05,85.688
09:16:06,85.422
09:16:07,85.15599999999999
09:16:08,84.914
09:16:09,84.67
09:16:10,84.416
09:16:11,84.204
09:16:12,84.005
09:16:13,83.78099999999999
09:16:14,83.575
09:16:15,83.377
09:16:16,83.163
09:16:17,82.91900000000001
09:16:18,82.711
09:16:19,82.52000000000001
09:16:20,82.292
09:16:21,82.056
09:16:22,81.81
09:16:23,81.61
09:16:24,81.458
09:16:25,81.36
09:16:26,81.152
09:16:27,80.87899999999999
09:16:28,80.824
09:16:29,80.808
09:16:30,80.85499999999999
09:16:31,80.958
09:16:32,81.062
09:16:33,81.19
09:16:34,81.36
09:16:35,81.461
09:16:36,81.636
09:16:37,81.77799999999999
09:16:38,81.889
09:16:39,81.99199999999999
09:16:40,82.144
09:16:41,82.26
09:16:42,82.408
09:16:43,82.421
09:16:44,82.53399999999999
09:16:45,82.644
09:16:46,82.749
09:16:47,82.854
09:16:48,82.946
09:16:49,83.03
09:16:50,83.19399999999999
09:16:51,83.365
09:16:52,83.477
09:16:53,83.584
09:16:54,83.664
09:16:55,83.714
09:16:56,83.755
09:16:57,83.796
09:16:58,83.889
09:16:59,84.024
09:17:00,84.175
09:17:01,84.32300000000001
09:17:02,84.46600000000001
09:17:03,84.62899999999999
09:17:04,84.728
09:17:05,84.78099999999999
09:17:06,84.826
09:17:07,84.885
09:17:08,84.94399999999999
09:17:09,84.985
09:17:10,85.046
09:17:11,85.115
09:17:12,85.19
09:17:13,85.284
09:17:14,85.404
09:17:15,85.51599999999999
09:17:16,85.603
09:17:17,85.694
09:17:18,85.794
09:17:19,85.865
09:17:20,85.99199999999999
09:17:21,86.12
09:17:22,86.32300000000001
09:17:23,86.512
09:17:24,86.599
09:17:25,86.64
09:17:26,86.678
09:17:27,86.748
09:17:28,86.797
09:17:29,86.81
09:17:30,86.786
09:17:31,86.69200000000001
09:17:32,86.62100000000001
09:17:33,86.529
09:17:34,86.414
09:17:35,86.284
09:17:36,86.063
09:17:37,85.811
09:17:38,85.603
09:17:39,85.43100000000001
09:17:40,85.224
09:17:41,85.012
09:17:42,84.828
09:17:43,84.696
09:17:44,84.52000000000001
09:17:45,84.36
09:17:46,84.219
09:17:47,84.095
09:17:48,83.955
09:17:49,83.828
09:17:50,83.66799999999999
09:17:51,83.548
09:17:52,83.58099999999999
09:17:53,83.633
09:17:54,83.714
09:17:55,83.801
09:17:56,83.90700000000001
09:17:57,84.002
09:17:58,84.095
09:17:59,84.15
09:18:00,84.19
09:18:01,84.216
09:18:02,84.207
09:18:03,84.178
09:18:04,84.203
09:18:05,84.235
09:18:06,84.275
09:18:07,84.311
09:18:08,84.325
09:18:09,84.338
09:18:10,84.321
09:18:11,84.292
09:18:12,84.263
09:18:13,84.221
09:18:14,84.176
09:18:15,84.12899999999999
09:18:16,84.122
09:18:17,84.103
09:18:18,84.09700000000001
09:18:19,84.103
09:18:20,84.09
09:18:21,84.08
09:18:22,83.99
09:18:23,83.911
09:18:24,83.949
09:18:25,84.025
09:18:26,84.119
09:18:27,84.158
09:18:28,84.15299999999999
09:18:29,84.17699999999999
09:18:30,84.179
09:18:31,84.23400000000001
09:18:32,84.261
09:18:33,84.303
09:18:34,84.411
09:18:35,84.525
09:18:36,84.659
09:18:37,84.803
09:18:38,84.888
09:18:39,84.947
09:18:40,85.005
09:18:41,85.09700000000001
09:18:42,85.181
09:18:43,85.209
09:18:44,85.255
09:18:45,85.317
09:18:46,85.37
09:18:47,85.42
09:18:48,85.524
09:18:49,85.635
09:18:50,85.763
09:18:51,85.856
09:18:52,85.828
09:18:53,85.781
09:18:54,85.71799999999999
09:18:55,85.624
09:18:56,85.489
09:18:57,85.358
09:18:58,85.199
09:18:59,85.06
09:19:00,84.894
09:19:01,84.75399999999999
09:19:02,84.63199999999999
09:19:03,84.488
09:19:04,84.365
09:19:05,84.341
09:19:06,84.30699999999999
09:19:07,84.28
09:19:08,84.27000000000001
09:19:09,84.228
09:19:10,84.212
09:19:11,84.167
09:19:12,84.147
09:19:13,84.15299999999999
09:19:14,84.147
09:19:15,84.155
09:19:16,84.171
09:19:17,84.215
09:19:18,84.276
09:19:19,84.325
09:19:20,84.386
09:19:21,84.439
09:19:22,84.5
09:19:23,84.55
09:19:24,84.583
09:19:25,84.62
09:19:26,84.638
09:19:27,84.708
09:19:28,84.816
09:19:29,84.924
09:19:30,85.012
09:19:31,85.05600000000001
09:19:32,85.111
09:19:33,85.18499999999999
09:19:34,85.162
09:19:35,85.16
09:19:36,85.164
09:19:37,85.15299999999999
09:19:38,85.216
09:19:39,85.249
09:19:40,85.288
09:19:41,85.339
09:19:42,85.394
09:19:43,85.49
09:19:44,85.58200000000001
09:19:45,85.66
09:19:46,85.725
09:19:47,85.732
09:19:48,85.70700000000001
09:19:49,85.659
09:19:50,85.539
09:19:51,85.421
09:19:52,85.34
09:19:53,85.275
09:19:54,85.209
09:19:55,85.148
09:19:56,85.101
09:19:57,84.982
09:19:58,84.848
09:19:59,84.705
09:20:00,84.588
09:20:01,84.45700000000001
09:20:02,84.33099999999999
09:20:03,84.21000000000001
09:20:04,84.072
09:20:05,83.837
09:20:06,83.624
09:20:07,83.41
09:20:08,83.21000000000001
09:20:09,83.038
09:20:10,82.86800000000001
09:20:11,82.708
09:20:12,82.559
09:20:13,82.421
09:20:14,82.286
09:20:15,82.15299999999999
09:20:16,82.002
09:20:17,81.836
09:20:18,81.649
09:20:19,81.473
09:20:20,81.313
09:20:21,81.163
09:20:22,81.012
09:20:23,80.89099999999999
09:20:24,80.75800000000001
09:20:25,80.625
09:20:26,80.488
09:20:27,80.342
09:20:28,80.22999999999999
09:20:29,80.11699999999999
09:20:30,79.988
09:20:31,79.885
09:20:32,79.785
09:20:33,79.65599999999999
09:20:34,79.56899999999999
09:20:35,79.46000000000001
09:20:36,79.385
09:20:37,79.309
09:20:38,79.19500000000001
09:20:39,79.2
09:20:40,79.178
09:20:41,79.147
09:20:42,79.124
09:20:43,79.086
09:20:44,79.05
09:20:45,78.977
09:20:46,78.931
09:20:47,78.944
09:20:48,78.94800000000001
09:20:49,78.966
09:20:50,79.043
09:20:51,79.11800000000001
09:20:52,79.174
09:20:53,79.225
09:20:54,79.29400000000001
09:20:55,79.38300000000001
09:20:56,79.461
09:20:57,79.607
09:20:58,79.764
09:20:59,79.94
09:21:00,80.116
09:21:01,80.31
09:21:02,80.513
09:21:03,80.691
09:21:04,80.88300000000001
09:21:05,81.067
09:21:06,81.208
09:21:07,81.289
09:21:08,81.384
09:21:09,81.478
09:21:10,81.559
09:21:11,81.654
09:21:12,81.713
09:21:13,81.72
09:21:14,81.771
09:21:15,81.833
09:21:16,81.901
09:21:17,82.00800000000001
09:21:18,82.117
09:21:19,82.215
09:21:20,82.285
09:21:21,82.356
09:21:22,82.452
09:21:23,82.50399999999999
09:21:24,82.564
09:21:25,82.634
09:21:26,82.696
09:21:27,82.758
09:21:28,82.789
09:21:29,82.813
09:21:30,82.85499999999999
09:21:31,82.913
09:21:32,82.975
09:21:33,83.046
09:21:34,83.106
09:21:35,83.191
09:21:36,83.216
