Heart Rate,Time,Student,Temperature
68.55,09:00:28,S9,22.81
69.5,09:00:29,S1,23.13
73.27,09:00:29,S10,22.71
96.78,09:00:29,S2,23.19
74.42,09:00:29,S3,22.75
83.07,09:00:29,S4,22.35
85.67,09:00:29,S5,22.83
109.2,09:00:29,S6,22.99
94.5,09:00:29,S7,22.97
107.53,09:00:29,S8,23.21
68.77,09:00:29,S9,22.81
68.85,09:00:30,S1,23.13
73.25,09:00:30,S10,22.69
96.88,09:00:30,S2,23.19
74.47,09:00:30,S3,22.75
83.32,09:00:30,S4,22.37
85.73,09:00:30,S5,22.83
108.68,09:00:30,S6,22.99
94.43,09:00:30,S7,22.97
107.58,09:00:30,S8,23.21
68.97,09:00:30,S9,22.81
68.13,09:00:31,S1,23.13
73.13,09:00:31,S10,22.69
96.9,09:00:31,S2,23.19
74.53,09:00:31,S3,22.75
83.27,09:00:31,S4,22.37
85.88,09:00:31,S5,22.83
108.2,09:00:31,S6,22.99
94.2,09:00:31,S7,22.97
107.65,09:00:31,S8,23.21
69.17,09:00:31,S9,22.81
67.73,09:00:32,S1,23.13
73.03,09:00:32,S10,22.69
96.62,09:00:32,S2,23.19
74.73,09:00:32,S3,22.73
83.22,09:00:32,S4,22.37
86.0,09:00:32,S5,22.81
107.72,09:00:32,S6,22.99
93.88,09:00:32,S7,22.97
107.6,09:00:32,S8,23.21
69.35,09:00:32,S9,22.81
67.27,09:00:33,S1,23.13
72.9,09:00:33,S10,22.73
96.33,09:00:33,S2,23.19
74.92,09:00:33,S3,22.73
83.22,09:00:33,S4,22.35
86.12,09:00:33,S5,22.81
107.23,09:00:33,S6,22.97
94.22,09:00:33,S7,22.97
107.57,09:00:33,S8,23.21
69.58,09:00:33,S9,22.81
66.8,09:00:34,S1,23.13
72.58,09:00:34,S10,22.73
96.07,09:00:34,S2,23.19
75.12,09:00:34,S3,22.73
83.23,09:00:34,S4,22.35
86.3,09:00:34,S5,22.81
106.73,09:00:34,S6,22.97
94.58,09:00:34,S7,22.97
107.57,09:00:34,S8,23.23
69.82,09:00:34,S9,22.79
66.4,09:00:35,S1,23.11
72.28,09:00:35,S10,22.73
95.73,09:00:35,S2,23.19
75.35,09:00:35,S3,22.73
83.22,09:00:35,S4,22.35
86.42,09:00:35,S5,22.81
106.18,09:00:35,S6,22.97
94.92,09:00:35,S7,22.97
107.53,09:00:35,S8,23.23
70.08,09:00:35,S9,22.79
66.08,09:00:36,S1,23.11
71.97,09:00:36,S10,22.69
95.42,09:00:36,S2,23.19
75.63,09:00:36,S3,22.73
83.15,09:00:36,S4,22.35
86.5,09:00:36,S5,22.81
105.63,09:00:36,S6,23.01
95.25,09:00:36,S7,22.97
107.48,09:00:36,S8,23.23
70.43,09:00:36,S9,22.79
65.7,09:00:37,S1,23.11
71.92,09:00:37,S10,22.69
95.15,09:00:37,S2,23.19
75.9,09:00:37,S3,22.73
83.05,09:00:37,S4,22.35
86.47,09:00:37,S5,22.81
105.03,09:00:37,S6,23.01
95.67,09:00:37,S7,22.95
107.43,09:00:37,S8,23.23
70.8,09:00:37,S9,22.81
65.28,09:00:38,S1,23.13
71.87,09:00:38,S10,22.69
94.92,09:00:38,S2,23.19
76.2,09:00:38,S3,22.75
82.93,09:00:38,S4,22.35
86.38,09:00:38,S5,22.81
104.37,09:00:38,S6,23.01
96.15,09:00:38,S7,22.95
107.33,09:00:38,S8,23.23
71.15,09:00:38,S9,22.81
64.83,09:00:39,S1,23.13
71.78,09:00:39,S10,22.71
95.2,09:00:39,S2,23.19
76.48,09:00:39,S3,22.75
82.8,09:00:39,S4,22.37
86.25,09:00:39,S5,22.81
103.72,09:00:39,S6,22.99
96.65,09:00:39,S7,22.95
107.18,09:00:39,S8,23.23
71.57,09:00:39,S9,22.81
64.4,09:00:40,S1,23.13
71.85,09:00:40,S10,22.71
95.5,09:00:40,S2,23.19
76.77,09:00:40,S3,22.75
82.67,09:00:40,S4,22.37
86.15,09:00:40,S5,22.81
103.05,09:00:40,S6,22.99
97.13,09:00:40,S7,22.95
106.97,09:00:40,S8,23.23
72.02,09:00:40,S9,22.85
63.98,09:00:41,S1,23.13
71.97,09:00:41,S10,22.71
95.75,09:00:41,S2,23.21
77.07,09:00:41,S3,22.73
82.57,09:00:41,S4,22.37
86.05,09:00:41,S5,22.81
102.38,09:00:41,S6,22.99
97.67,09:00:41,S7,22.95
106.73,09:00:41,S8,23.23
72.27,09:00:41,S9,22.85
63.6,09:00:42,S1,23.13
72.2,09:00:42,S10,22.71
95.87,09:00:42,S2,23.21
77.3,09:00:42,S3,22.73
82.47,09:00:42,S4,22.35
85.9,09:00:42,S5,22.81
101.73,09:00:42,S6,22.97
98.18,09:00:42,S7,22.95
106.53,09:00:42,S8,23.23
72.35,09:00:42,S9,22.85
63.22,09:00:43,S1,23.13
72.42,09:00:43,S10,22.71
95.93,09:00:43,S2,23.21
77.62,09:00:43,S3,22.73
82.47,09:00:43,S4,22.35
85.8,09:00:43,S5,22.81
100.98,09:00:43,S6,22.97
98.72,09:00:43,S7,22.97
106.33,09:00:43,S8,23.23
72.48,09:00:43,S9,22.79
62.9,09:00:44,S1,23.11
72.7,09:00:44,S10,22.71
95.8,09:00:44,S2,23.19
77.98,09:00:44,S3,22.75
82.53,09:00:44,S4,22.35
85.68,09:00:44,S5,22.79
100.27,09:00:44,S6,22.97
99.27,09:00:44,S7,22.97
106.12,09:00:44,S8,23.23
72.6,09:00:44,S9,22.79
62.57,09:00:45,S1,23.11
73.1,09:00:45,S10,22.71
95.68,09:00:45,S2,23.19
78.33,09:00:45,S3,22.75
82.57,09:00:45,S4,22.37
85.55,09:00:45,S5,22.79
99.6,09:00:45,S6,22.99
99.77,09:00:45,S7,22.97
105.92,09:00:45,S8,23.23
72.72,09:00:45,S9,22.79
62.23,09:00:46,S1,23.11
73.4,09:00:46,S10,22.71
95.57,09:00:46,S2,23.19
78.67,09:00:46,S3,22.75
82.58,09:00:46,S4,22.37
85.42,09:00:46,S5,22.79
98.95,09:00:46,S6,22.99
100.3,09:00:46,S7,22.95
105.78,09:00:46,S8,23.21
72.83,09:00:46,S9,22.83
61.93,09:00:47,S1,23.13
73.68,09:00:47,S10,22.71
95.4,09:00:47,S2,23.17
79.05,09:00:47,S3,22.75
82.45,09:00:47,S4,22.37
85.33,09:00:47,S5,22.81
98.52,09:00:47,S6,22.99
100.85,09:00:47,S7,22.95
105.72,09:00:47,S8,23.21
72.82,09:00:47,S9,22.83
61.65,09:00:48,S1,23.13
74.02,09:00:48,S10,22.71
95.12,09:00:48,S2,23.17
79.48,09:00:48,S3,22.75
82.28,09:00:48,S4,22.37
85.23,09:00:48,S5,22.81
98.08,09:00:48,S6,22.99
101.43,09:00:48,S7,22.95
105.68,09:00:48,S8,23.21
72.85,09:00:48,S9,22.83
61.35,09:00:49,S1,23.13
74.37,09:00:49,S10,22.71
94.83,09:00:49,S2,23.17
79.92,09:00:49,S3,22.75
82.2,09:00:49,S4,22.37
85.07,09:00:49,S5,22.81
97.93,09:00:49,S6,22.99
102.03,09:00:49,S7,22.95
105.7,09:00:49,S8,23.23
72.9,09:00:49,S9,22.79
61.08,09:00:50,S1,23.13
74.65,09:00:50,S10,22.71
94.58,09:00:50,S2,23.19
80.37,09:00:50,S3,22.75
82.15,09:00:50,S4,22.37
84.93,09:00:50,S5,22.79
97.77,09:00:50,S6,22.99
102.57,09:00:50,S7,22.95
105.53,09:00:50,S8,23.23
72.88,09:00:50,S9,22.79
60.78,09:00:51,S1,23.13
74.97,09:00:51,S10,22.71
94.38,09:00:51,S2,23.19
80.83,09:00:51,S3,22.75
82.13,09:00:51,S4,22.33
84.73,09:00:51,S5,22.79
97.57,09:00:51,S6,22.97
103.08,09:00:51,S7,22.95
105.37,09:00:51,S8,23.23
72.9,09:00:51,S9,22.79
60.48,09:00:52,S1,23.13
75.47,09:00:52,S10,22.71
94.08,09:00:52,S2,23.19
81.23,09:00:52,S3,22.75
82.17,09:00:52,S4,22.33
84.5,09:00:52,S5,22.79
97.37,09:00:52,S6,22.97
103.62,09:00:52,S7,22.97
105.17,09:00:52,S8,23.23
72.88,09:00:52,S9,22.81
60.23,09:00:53,S1,23.11
75.92,09:00:53,S10,22.71
93.82,09:00:53,S2,23.19
81.62,09:00:53,S3,22.73
82.2,09:00:53,S4,22.33
84.25,09:00:53,S5,22.81
97.22,09:00:53,S6,22.97
104.37,09:00:53,S7,22.97
105.0,09:00:53,S8,23.23
72.87,09:00:53,S9,22.81
59.98,09:00:54,S1,23.11
76.33,09:00:54,S10,22.69
93.52,09:00:54,S2,23.19
82.0,09:00:54,S3,22.73
82.25,09:00:54,S4,22.35
84.03,09:00:54,S5,22.81
97.1,09:00:54,S6,22.99
105.15,09:00:54,S7,22.97
104.83,09:00:54,S8,23.23
72.85,09:00:54,S9,22.81
59.73,09:00:55,S1,23.11
76.7,09:00:55,S10,22.69
93.2,09:00:55,S2,23.19
82.28,09:00:55,S3,22.73
82.3,09:00:55,S4,22.35
83.73,09:00:55,S5,22.81
97.0,09:00:55,S6,22.99
105.9,09:00:55,S7,22.97
104.65,09:00:55,S8,23.23
72.78,09:00:55,S9,22.83
59.53,09:00:56,S1,23.13
77.08,09:00:56,S10,22.69
92.8,09:00:56,S2,23.19
82.6,09:00:56,S3,22.75
82.32,09:00:56,S4,22.35
83.48,09:00:56,S5,22.81
96.85,09:00:56,S6,22.99
106.65,09:00:56,S7,22.97
104.47,09:00:56,S8,23.23
72.75,09:00:56,S9,22.83
59.35,09:00:57,S1,23.13
77.47,09:00:57,S10,22.71
92.37,09:00:57,S2,23.19
82.92,09:00:57,S3,22.75
82.3,09:00:57,S4,22.37
82.98,09:00:57,S5,22.81
96.53,09:00:57,S6,22.99
107.32,09:00:57,S7,22.97
104.25,09:00:57,S8,23.23
72.67,09:00:57,S9,22.83
59.2,09:00:58,S1,23.13
77.88,09:00:58,S10,22.71
91.95,09:00:58,S2,23.19
83.23,09:00:58,S3,22.75
82.35,09:00:58,S4,22.37
82.55,09:00:58,S5,22.81
96.13,09:00:58,S6,22.99
107.93,09:00:58,S7,22.97
104.02,09:00:58,S8,23.21
72.55,09:00:58,S9,22.81
59.07,09:00:59,S1,23.11
78.3,09:00:59,S10,22.71
91.43,09:00:59,S2,23.19
83.55,09:00:59,S3,22.73
82.4,09:00:59,S4,22.37
82.15,09:00:59,S5,22.81
95.72,09:00:59,S6,22.99
108.58,09:00:59,S7,22.97
103.68,09:00:59,S8,23.21
72.48,09:00:59,S9,22.81
58.93,09:01:00,S1,23.11
78.72,09:01:00,S10,22.71
90.93,09:01:00,S2,23.19
83.85,09:01:00,S3,22.73
82.45,09:01:00,S4,22.37
81.82,09:01:00,S5,22.81
95.33,09:01:00,S6,22.99
109.42,09:01:00,S7,22.97
103.37,09:01:00,S8,23.21
72.35,09:01:00,S9,22.81
58.87,09:01:01,S1,23.11
79.15,09:01:01,S10,22.71
90.43,09:01:01,S2,23.19
84.15,09:01:01,S3,22.73
82.55,09:01:01,S4,22.37
81.47,09:01:01,S5,22.81
94.73,09:01:01,S6,22.99
110.25,09:01:01,S7,22.97
103.03,09:01:01,S8,23.21
72.25,09:01:01,S9,22.79
58.78,09:01:02,S1,23.13
79.62,09:01:02,S10,22.71
89.88,09:01:02,S2,23.17
84.38,09:01:02,S3,22.73
82.65,09:01:02,S4,22.37
81.12,09:01:02,S5,22.81
94.18,09:01:02,S6,22.99
111.1,09:01:02,S7,22.97
102.65,09:01:02,S8,23.21
72.37,09:01:02,S9,22.79
58.75,09:01:03,S1,23.13
80.08,09:01:03,S10,22.71
89.37,09:01:03,S2,23.17
84.55,09:01:03,S3,22.73
82.75,09:01:03,S4,22.35
80.68,09:01:03,S5,22.81
93.67,09:01:03,S6,22.99
112.07,09:01:03,S7,22.97
102.28,09:01:03,S8,23.21
72.47,09:01:03,S9,22.79
58.75,09:01:04,S1,23.13
80.57,09:01:04,S10,22.71
88.87,09:01:04,S2,23.17
84.7,09:01:04,S3,22.73
82.85,09:01:04,S4,22.35
80.2,09:01:04,S5,22.81
93.13,09:01:04,S6,22.99
113.02,09:01:04,S7,22.97
102.08,09:01:04,S8,23.25
72.57,09:01:04,S9,22.81
58.83,09:01:05,S1,23.13
81.02,09:01:05,S10,22.71
88.43,09:01:05,S2,23.19
84.82,09:01:05,S3,22.73
82.98,09:01:05,S4,22.35
79.72,09:01:05,S5,22.81
93.05,09:01:05,S6,22.99
113.93,09:01:05,S7,22.97
101.9,09:01:05,S8,23.25
72.67,09:01:05,S9,22.81
58.85,09:01:06,S1,23.13
81.33,09:01:06,S10,22.71
87.98,09:01:06,S2,23.19
84.85,09:01:06,S3,22.73
82.95,09:01:06,S4,22.37
79.15,09:01:06,S5,22.81
93.12,09:01:06,S6,22.99
113.97,09:01:06,S7,22.97
101.7,09:01:06,S8,23.25
72.77,09:01:06,S9,22.81
58.97,09:01:07,S1,23.13
81.67,09:01:07,S10,22.71
87.5,09:01:07,S2,23.19
84.93,09:01:07,S3,22.73
82.83,09:01:07,S4,22.37
78.6,09:01:07,S5,22.81
93.13,09:01:07,S6,22.99
114.03,09:01:07,S7,22.97
101.52,09:01:07,S8,23.23
72.88,09:01:07,S9,22.81
59.07,09:01:08,S1,23.11
82.0,09:01:08,S10,22.71
87.02,09:01:08,S2,23.19
85.02,09:01:08,S3,22.75
82.72,09:01:08,S4,22.37
78.0,09:01:08,S5,22.79
93.15,09:01:08,S6,22.99
114.22,09:01:08,S7,22.97
101.35,09:01:08,S8,23.23
73.05,09:01:08,S9,22.81
59.33,09:01:09,S1,23.11
82.33,09:01:09,S10,22.73
86.62,09:01:09,S2,23.19
85.1,09:01:09,S3,22.75
82.53,09:01:09,S4,22.35
77.45,09:01:09,S5,22.79
93.2,09:01:09,S6,23.01
114.37,09:01:09,S7,22.97
101.27,09:01:09,S8,23.23
73.32,09:01:09,S9,22.81
59.6,09:01:10,S1,23.11
82.67,09:01:10,S10,22.73
86.28,09:01:10,S2,23.19
85.18,09:01:10,S3,22.75
82.33,09:01:10,S4,22.35
76.95,09:01:10,S5,22.79
93.28,09:01:10,S6,23.01
114.1,09:01:10,S7,22.97
101.22,09:01:10,S8,23.25
73.55,09:01:10,S9,22.79
59.9,09:01:11,S1,23.13
83.03,09:01:11,S10,22.73
85.93,09:01:11,S2,23.19
85.37,09:01:11,S3,22.75
82.12,09:01:11,S4,22.35
76.33,09:01:11,S5,22.81
93.37,09:01:11,S6,23.01
113.85,09:01:11,S7,22.97
101.13,09:01:11,S8,23.25
73.8,09:01:11,S9,22.79
60.23,09:01:12,S1,23.13
83.45,09:01:12,S10,22.71
85.57,09:01:12,S2,23.19
85.4,09:01:12,S3,22.75
81.92,09:01:12,S4,22.37
75.52,09:01:12,S5,22.81
93.43,09:01:12,S6,22.99
113.65,09:01:12,S7,22.97
101.18,09:01:12,S8,23.25
74.07,09:01:12,S9,22.79
60.58,09:01:13,S1,23.13
83.77,09:01:13,S10,22.71
85.2,09:01:13,S2,23.19
85.52,09:01:13,S3,22.75
81.72,09:01:13,S4,22.37
74.92,09:01:13,S5,22.81
93.42,09:01:13,S6,22.99
113.45,09:01:13,S7,22.97
101.2,09:01:13,S8,23.21
74.37,09:01:13,S9,22.77
60.88,09:01:14,S1,23.11
84.1,09:01:14,S10,22.71
84.87,09:01:14,S2,23.19
85.6,09:01:14,S3,22.73
81.53,09:01:14,S4,22.37
74.32,09:01:14,S5,22.79
93.43,09:01:14,S6,22.99
113.27,09:01:14,S7,22.97
101.2,09:01:14,S8,23.21
74.68,09:01:14,S9,22.77
61.18,09:01:15,S1,23.11
84.45,09:01:15,S10,22.71
84.32,09:01:15,S2,23.19
85.72,09:01:15,S3,22.73
81.32,09:01:15,S4,22.37
73.75,09:01:15,S5,22.79
93.43,09:01:15,S6,22.99
113.12,09:01:15,S7,22.97
101.23,09:01:15,S8,23.21
75.0,09:01:15,S9,22.77
61.42,09:01:16,S1,23.11
84.8,09:01:16,S10,22.71
83.75,09:01:16,S2,23.19
85.88,09:01:16,S3,22.73
81.13,09:01:16,S4,22.37
73.2,09:01:16,S5,22.79
93.45,09:01:16,S6,22.99
112.95,09:01:16,S7,22.95
101.25,09:01:16,S8,23.21
75.27,09:01:16,S9,22.83
61.53,09:01:17,S1,23.13
85.05,09:01:17,S10,22.71
83.22,09:01:17,S2,23.19
86.05,09:01:17,S3,22.75
80.97,09:01:17,S4,22.37
72.63,09:01:17,S5,22.85
93.55,09:01:17,S6,22.99
112.88,09:01:17,S7,22.95
101.27,09:01:17,S8,23.21
75.5,09:01:17,S9,22.83
61.63,09:01:18,S1,23.13
85.35,09:01:18,S10,22.69
82.67,09:01:18,S2,23.19
86.23,09:01:18,S3,22.75
80.83,09:01:18,S4,22.35
72.03,09:01:18,S5,22.85
93.65,09:01:18,S6,23.01
112.87,09:01:18,S7,22.95
101.32,09:01:18,S8,23.21
75.63,09:01:18,S9,22.83
61.98,09:01:19,S1,23.13
85.63,09:01:19,S10,22.69
82.13,09:01:19,S2,23.19
86.38,09:01:19,S3,22.75
80.62,09:01:19,S4,22.35
71.43,09:01:19,S5,22.85
93.65,09:01:19,S6,23.01
112.85,09:01:19,S7,22.97
101.42,09:01:19,S8,23.19
75.82,09:01:19,S9,22.83
62.3,09:01:20,S1,23.13
85.93,09:01:20,S10,22.69
81.78,09:01:20,S2,23.19
86.52,09:01:20,S3,22.75
79.98,09:01:20,S4,22.35
70.82,09:01:20,S5,22.81
93.7,09:01:20,S6,23.01
113.03,09:01:20,S7,22.97
101.53,09:01:20,S8,23.19
76.05,09:01:20,S9,22.83
62.6,09:01:21,S1,23.13
86.18,09:01:21,S10,22.71
81.42,09:01:21,S2,23.19
86.63,09:01:21,S3,22.75
79.37,09:01:21,S4,22.35
70.2,09:01:21,S5,22.81
93.78,09:01:21,S6,22.99
113.47,09:01:21,S7,22.97
101.75,09:01:21,S8,23.19
76.23,09:01:21,S9,22.83
62.87,09:01:22,S1,23.13
