Heart Rate,Time,Student,Temperature
72.85,09:13:34,S7,20.35
109.03,09:13:34,S8,20.59
85.47,09:13:34,S9,20.33
101.57,09:13:35,S1,20.59
80.43,09:13:35,S10,20.45
120.6,09:13:35,S2,20.71
85.12,09:13:35,S3,26.25
66.7,09:13:35,S4,24.75
106.22,09:13:35,S5,29.65
72.5,09:13:35,S6,20.49
72.62,09:13:35,S7,20.35
108.97,09:13:35,S8,20.59
85.33,09:13:35,S9,20.33
101.6,09:13:36,S1,20.59
80.07,09:13:36,S10,20.45
119.5,09:13:36,S2,20.71
85.1,09:13:36,S3,26.27
67.02,09:13:36,S4,24.75
106.25,09:13:36,S5,29.65
72.8,09:13:36,S6,20.49
72.35,09:13:36,S7,20.35
108.87,09:13:36,S8,20.59
85.18,09:13:36,S9,20.33
101.32,09:13:37,S1,20.59
79.77,09:13:37,S10,20.45
118.4,09:13:37,S2,20.71
85.1,09:13:37,S3,26.27
67.33,09:13:37,S4,24.77
106.27,09:13:37,S5,29.65
73.15,09:13:37,S6,20.51
72.22,09:13:37,S7,20.35
108.72,09:13:37,S8,20.59
85.0,09:13:37,S9,20.31
100.85,09:13:38,S1,20.59
79.7,09:13:38,S10,20.43
117.32,09:13:38,S2,20.71
85.07,09:13:38,S3,26.27
67.63,09:13:38,S4,24.77
106.33,09:13:38,S5,29.65
73.47,09:13:38,S6,20.51
72.1,09:13:38,S7,20.35
108.57,09:13:38,S8,20.59
84.95,09:13:38,S9,20.31
100.32,09:13:39,S1,20.59
79.65,09:13:39,S10,20.43
116.23,09:13:39,S2,20.71
84.83,09:13:39,S3,26.29
67.9,09:13:39,S4,24.77
106.42,09:13:39,S5,29.65
73.85,09:13:39,S6,20.51
72.02,09:13:39,S7,20.35
108.4,09:13:39,S8,20.59
84.93,09:13:39,S9,20.31
99.82,09:13:40,S1,20.59
79.58,09:13:40,S10,20.43
115.12,09:13:40,S2,20.71
84.58,09:13:40,S3,26.29
68.17,09:13:40,S4,24.77
106.5,09:13:40,S5,29.65
74.22,09:13:40,S6,20.49
71.87,09:13:40,S7,20.35
108.22,09:13:40,S8,20.59
85.03,09:13:40,S9,20.29
99.28,09:13:41,S1,20.59
79.53,09:13:41,S10,20.43
114.12,09:13:41,S2,20.71
84.33,09:13:41,S3,26.29
68.43,09:13:41,S4,24.77
106.57,09:13:41,S5,29.67
74.62,09:13:41,S6,20.49
71.65,09:13:41,S7,20.35
108.02,09:13:41,S8,20.59
85.12,09:13:41,S9,20.29
98.75,09:13:42,S1,20.59
79.55,09:13:42,S10,20.43
113.07,09:13:42,S2,20.71
84.17,09:13:42,S3,26.27
68.7,09:13:42,S4,24.77
106.62,09:13:42,S5,29.67
74.98,09:13:42,S6,20.49
71.45,09:13:42,S7,20.37
107.88,09:13:42,S8,20.59
85.22,09:13:42,S9,20.29
98.27,09:13:43,S1,20.59
79.63,09:13:43,S10,20.43
112.0,09:13:43,S2,20.71
84.13,09:13:43,S3,26.27
68.97,09:13:43,S4,24.75
106.63,09:13:43,S5,29.67
75.37,09:13:43,S6,20.51
71.22,09:13:43,S7,20.37
107.72,09:13:43,S8,20.59
85.3,09:13:43,S9,20.31
97.78,09:13:44,S1,20.59
79.7,09:13:44,S10,20.45
110.92,09:13:44,S2,20.71
84.12,09:13:44,S3,26.27
69.22,09:13:44,S4,24.75
106.65,09:13:44,S5,29.67
75.6,09:13:44,S6,20.51
70.95,09:13:44,S7,20.37
107.55,09:13:44,S8,20.61
85.4,09:13:44,S9,20.31
97.42,09:13:45,S1,20.59
79.78,09:13:45,S10,20.45
109.88,09:13:45,S2,20.71
84.08,09:13:45,S3,26.21
69.5,09:13:45,S4,24.75
106.65,09:13:45,S5,29.67
75.85,09:13:45,S6,20.51
70.67,09:13:45,S7,20.37
107.28,09:13:45,S8,20.61
85.55,09:13:45,S9,20.31
97.0,09:13:46,S1,20.59
79.92,09:13:46,S10,20.45
108.83,09:13:46,S2,20.73
84.02,09:13:46,S3,26.21
69.97,09:13:46,S4,24.77
106.67,09:13:46,S5,29.67
76.12,09:13:46,S6,20.51
70.42,09:13:46,S7,20.37
106.97,09:13:46,S8,20.61
85.67,09:13:46,S9,20.31
96.57,09:13:47,S1,20.61
80.08,09:13:47,S10,20.43
107.92,09:13:47,S2,20.73
84.03,09:13:47,S3,26.21
70.43,09:13:47,S4,24.77
106.73,09:13:47,S5,29.67
76.48,09:13:47,S6,20.51
70.17,09:13:47,S7,20.37
106.68,09:13:47,S8,20.61
85.72,09:13:47,S9,20.31
96.17,09:13:48,S1,20.61
80.25,09:13:48,S10,20.43
106.97,09:13:48,S2,20.73
84.03,09:13:48,S3,26.19
70.88,09:13:48,S4,24.77
106.83,09:13:48,S5,29.67
76.87,09:13:48,S6,20.51
69.95,09:13:48,S7,20.39
106.3,09:13:48,S8,20.61
85.82,09:13:48,S9,20.31
95.87,09:13:49,S1,20.61
80.35,09:13:49,S10,20.43
106.02,09:13:49,S2,20.73
84.02,09:13:49,S3,26.19
71.33,09:13:49,S4,24.75
106.98,09:13:49,S5,29.67
77.23,09:13:49,S6,20.49
69.75,09:13:49,S7,20.39
106.17,09:13:49,S8,20.61
85.92,09:13:49,S9,20.31
95.63,09:13:50,S1,20.63
80.47,09:13:50,S10,20.43
105.05,09:13:50,S2,20.73
84.07,09:13:50,S3,26.19
71.78,09:13:50,S4,24.75
107.15,09:13:50,S5,29.65
77.65,09:13:50,S6,20.49
69.55,09:13:50,S7,20.39
106.05,09:13:50,S8,20.61
86.02,09:13:50,S9,20.31
95.42,09:13:51,S1,20.63
80.52,09:13:51,S10,20.43
104.08,09:13:51,S2,20.73
84.13,09:13:51,S3,26.19
72.23,09:13:51,S4,24.75
107.32,09:13:51,S5,29.65
78.03,09:13:51,S6,20.49
69.35,09:13:51,S7,20.37
105.88,09:13:51,S8,20.61
86.1,09:13:51,S9,20.31
95.03,09:13:52,S1,20.63
80.58,09:13:52,S10,20.43
103.12,09:13:52,S2,20.73
84.28,09:13:52,S3,26.19
72.8,09:13:52,S4,24.75
107.5,09:13:52,S5,29.65
78.25,09:13:52,S6,20.51
69.2,09:13:52,S7,20.37
105.72,09:13:52,S8,20.61
86.15,09:13:52,S9,20.29
94.53,09:13:53,S1,20.63
80.68,09:13:53,S10,20.45
102.2,09:13:53,S2,20.73
84.63,09:13:53,S3,26.19
73.35,09:13:53,S4,24.75
107.65,09:13:53,S5,29.67
78.52,09:13:53,S6,20.51
69.12,09:13:53,S7,20.37
105.55,09:13:53,S8,20.61
86.15,09:13:53,S9,20.29
94.03,09:13:54,S1,20.63
80.8,09:13:54,S10,20.45
101.7,09:13:54,S2,20.73
84.9,09:13:54,S3,26.17
74.0,09:13:54,S4,24.75
107.78,09:13:54,S5,29.67
78.7,09:13:54,S6,20.51
69.05,09:13:54,S7,20.39
105.38,09:13:54,S8,20.61
86.13,09:13:54,S9,20.29
93.45,09:13:55,S1,20.63
81.03,09:13:55,S10,20.45
101.65,09:13:55,S2,20.73
85.17,09:13:55,S3,26.17
74.68,09:13:55,S4,24.73
107.87,09:13:55,S5,29.67
78.92,09:13:55,S6,20.53
69.03,09:13:55,S7,20.39
105.25,09:13:55,S8,20.61
86.12,09:13:55,S9,20.31
92.93,09:13:56,S1,20.63
81.32,09:13:56,S10,20.43
101.77,09:13:56,S2,20.73
85.47,09:13:56,S3,26.17
75.35,09:13:56,S4,24.73
107.93,09:13:56,S5,29.67
79.18,09:13:56,S6,20.53
69.03,09:13:56,S7,20.39
105.15,09:13:56,S8,20.61
86.1,09:13:56,S9,20.31
92.35,09:13:57,S1,20.63
81.7,09:13:57,S10,20.43
101.85,09:13:57,S2,20.73
85.73,09:13:57,S3,26.19
76.0,09:13:57,S4,24.73
108.0,09:13:57,S5,29.67
79.42,09:13:57,S6,20.53
69.08,09:13:57,S7,20.35
105.02,09:13:57,S8,20.61
86.07,09:13:57,S9,20.31
91.73,09:13:58,S1,20.63
82.15,09:13:58,S10,20.43
101.83,09:13:58,S2,20.73
86.02,09:13:58,S3,26.19
76.62,09:13:58,S4,24.73
108.07,09:13:58,S5,29.67
79.68,09:13:58,S6,20.51
69.05,09:13:58,S7,20.35
104.87,09:13:58,S8,20.61
86.12,09:13:58,S9,20.29
91.05,09:13:59,S1,20.61
82.6,09:13:59,S10,20.43
101.78,09:13:59,S2,20.73
86.28,09:13:59,S3,26.19
77.23,09:13:59,S4,24.73
108.15,09:13:59,S5,29.67
79.97,09:13:59,S6,20.51
69.08,09:13:59,S7,20.35
104.72,09:13:59,S8,20.59
86.13,09:13:59,S9,20.29
90.38,09:14:00,S1,20.61
82.93,09:14:00,S10,20.43
101.73,09:14:00,S2,20.73
86.73,09:14:00,S3,26.17
77.82,09:14:00,S4,24.73
108.23,09:14:00,S5,29.67
80.25,09:14:00,S6,20.51
69.1,09:14:00,S7,20.37
104.62,09:14:00,S8,20.59
86.18,09:14:00,S9,20.29
89.7,09:14:01,S1,20.61
83.27,09:14:01,S10,20.43
101.63,09:14:01,S2,20.71
87.15,09:14:01,S3,26.17
78.43,09:14:01,S4,24.69
108.32,09:14:01,S5,29.67
80.35,09:14:01,S6,20.49
69.12,09:14:01,S7,20.37
104.5,09:14:01,S8,20.59
86.23,09:14:01,S9,20.29
88.98,09:14:02,S1,20.61
83.67,09:14:02,S10,20.41
101.6,09:14:02,S2,20.71
87.57,09:14:02,S3,26.17
79.1,09:14:02,S4,24.69
108.43,09:14:02,S5,29.67
80.27,09:14:02,S6,20.49
69.13,09:14:02,S7,20.37
104.33,09:14:02,S8,20.61
86.25,09:14:02,S9,20.29
88.32,09:14:03,S1,20.61
84.05,09:14:03,S10,20.41
101.58,09:14:03,S2,20.71
87.98,09:14:03,S3,26.17
79.77,09:14:03,S4,24.69
108.52,09:14:03,S5,29.67
80.1,09:14:03,S6,20.49
69.18,09:14:03,S7,20.39
104.12,09:14:03,S8,20.61
86.25,09:14:03,S9,20.29
87.63,09:14:04,S1,20.61
84.43,09:14:04,S10,20.41
101.55,09:14:04,S2,20.73
88.43,09:14:04,S3,26.17
80.15,09:14:04,S4,24.73
108.57,09:14:04,S5,29.67
79.88,09:14:04,S6,20.51
69.33,09:14:04,S7,20.39
103.85,09:14:04,S8,20.61
86.2,09:14:04,S9,20.29
86.9,09:14:05,S1,20.61
84.77,09:14:05,S10,20.43
101.82,09:14:05,S2,20.73
89.0,09:14:05,S3,26.17
80.58,09:14:05,S4,24.73
108.62,09:14:05,S5,29.69
79.62,09:14:05,S6,20.51
69.47,09:14:05,S7,20.39
103.55,09:14:05,S8,20.61
86.18,09:14:05,S9,20.29
86.13,09:14:06,S1,20.61
85.1,09:14:06,S10,20.43
102.08,09:14:06,S2,20.73
89.72,09:14:06,S3,26.23
81.02,09:14:06,S4,24.73
108.65,09:14:06,S5,29.69
79.35,09:14:06,S6,20.51
69.6,09:14:06,S7,20.39
103.32,09:14:06,S8,20.61
86.1,09:14:06,S9,20.29
85.4,09:14:07,S1,20.61
85.45,09:14:07,S10,20.43
102.37,09:14:07,S2,20.73
90.47,09:14:07,S3,26.23
81.45,09:14:07,S4,24.73
108.68,09:14:07,S5,29.69
79.0,09:14:07,S6,20.51
69.75,09:14:07,S7,20.39
103.03,09:14:07,S8,20.61
86.18,09:14:07,S9,20.31
84.67,09:14:08,S1,20.61
85.85,09:14:08,S10,20.45
102.68,09:14:08,S2,20.73
90.85,09:14:08,S3,26.23
81.95,09:14:08,S4,24.73
108.72,09:14:08,S5,29.69
78.63,09:14:08,S6,20.51
69.9,09:14:08,S7,20.39
102.55,09:14:08,S8,20.61
86.28,09:14:08,S9,20.31
83.87,09:14:09,S1,20.61
86.28,09:14:09,S10,20.45
102.97,09:14:09,S2,20.73
91.18,09:14:09,S3,26.17
82.35,09:14:09,S4,24.73
108.78,09:14:09,S5,29.69
78.27,09:14:09,S6,20.51
70.03,09:14:09,S7,20.39
102.03,09:14:09,S8,20.61
86.45,09:14:09,S9,20.31
83.05,09:14:10,S1,20.61
86.73,09:14:10,S10,20.45
103.22,09:14:10,S2,20.73
91.45,09:14:10,S3,26.17
82.78,09:14:10,S4,24.71
108.85,09:14:10,S5,29.69
77.9,09:14:10,S6,20.53
70.15,09:14:10,S7,20.39
101.5,09:14:10,S8,20.61
86.6,09:14:10,S9,20.31
82.23,09:14:11,S1,20.61
87.22,09:14:11,S10,20.45
103.47,09:14:11,S2,20.73
91.58,09:14:11,S3,26.17
83.2,09:14:11,S4,24.71
108.9,09:14:11,S5,29.67
77.52,09:14:11,S6,20.53
70.25,09:14:11,S7,20.39
100.98,09:14:11,S8,20.63
86.85,09:14:11,S9,20.31
81.43,09:14:12,S1,20.61
87.7,09:14:12,S10,20.45
103.73,09:14:12,S2,20.73
91.68,09:14:12,S3,26.17
83.65,09:14:12,S4,24.71
108.97,09:14:12,S5,29.67
77.15,09:14:12,S6,20.53
70.32,09:14:12,S7,20.41
100.42,09:14:12,S8,20.63
87.07,09:14:12,S9,20.31
80.75,09:14:13,S1,20.61
88.2,09:14:13,S10,20.45
104.1,09:14:13,S2,20.75
91.77,09:14:13,S3,26.17
84.1,09:14:13,S4,24.73
109.03,09:14:13,S5,29.67
76.82,09:14:13,S6,20.51
70.45,09:14:13,S7,20.41
99.82,09:14:13,S8,20.63
87.03,09:14:13,S9,20.31
80.15,09:14:14,S1,20.61
88.77,09:14:14,S10,20.43
104.38,09:14:14,S2,20.75
91.72,09:14:14,S3,26.17
84.58,09:14:14,S4,24.73
109.12,09:14:14,S5,29.67
76.65,09:14:14,S6,20.51
70.62,09:14:14,S7,20.41
99.18,09:14:14,S8,20.59
87.0,09:14:14,S9,20.31
79.55,09:14:15,S1,20.61
89.32,09:14:15,S10,20.43
104.63,09:14:15,S2,20.75
91.67,09:14:15,S3,26.23
85.07,09:14:15,S4,24.73
109.18,09:14:15,S5,29.67
76.4,09:14:15,S6,20.51
70.58,09:14:15,S7,20.39
98.55,09:14:15,S8,20.59
86.83,09:14:15,S9,20.31
78.85,09:14:16,S1,20.61
89.95,09:14:16,S10,20.43
104.87,09:14:16,S2,20.71
91.6,09:14:16,S3,26.23
85.37,09:14:16,S4,24.71
109.28,09:14:16,S5,29.67
76.12,09:14:16,S6,20.51
70.47,09:14:16,S7,20.39
97.95,09:14:16,S8,20.59
86.68,09:14:16,S9,20.31
78.3,09:14:17,S1,20.61
90.62,09:14:17,S10,20.43
105.1,09:14:17,S2,20.71
91.6,09:14:17,S3,26.23
85.68,09:14:17,S4,24.71
109.4,09:14:17,S5,29.73
75.7,09:14:17,S6,20.51
70.33,09:14:17,S7,20.39
97.32,09:14:17,S8,20.63
86.58,09:14:17,S9,20.31
77.8,09:14:18,S1,20.61
91.27,09:14:18,S10,20.43
105.43,09:14:18,S2,20.71
91.6,09:14:18,S3,26.21
85.98,09:14:18,S4,24.71
109.52,09:14:18,S5,29.73
75.4,09:14:18,S6,20.51
70.2,09:14:18,S7,20.39
96.7,09:14:18,S8,20.63
86.48,09:14:18,S9,20.31
77.3,09:14:19,S1,20.61
92.05,09:14:19,S10,20.43
105.62,09:14:19,S2,20.71
91.58,09:14:19,S3,26.21
86.25,09:14:19,S4,24.69
109.63,09:14:19,S5,29.73
75.12,09:14:19,S6,20.53
70.12,09:14:19,S7,20.39
96.0,09:14:19,S8,20.63
86.42,09:14:19,S9,20.31
76.87,09:14:20,S1,20.61
92.75,09:14:20,S10,20.43
105.73,09:14:20,S2,20.71
91.47,09:14:20,S3,26.21
86.48,09:14:20,S4,24.69
109.75,09:14:20,S5,29.71
74.77,09:14:20,S6,20.53
70.05,09:14:20,S7,20.39
95.33,09:14:20,S8,20.63
86.35,09:14:20,S9,20.31
76.47,09:14:21,S1,20.61
93.42,09:14:21,S10,20.43
105.83,09:14:21,S2,20.71
91.43,09:14:21,S3,26.19
86.25,09:14:21,S4,24.69
109.85,09:14:21,S5,29.71
74.37,09:14:21,S6,20.53
70.08,09:14:21,S7,20.39
94.75,09:14:21,S8,20.63
86.27,09:14:21,S9,20.31
76.13,09:14:22,S1,20.61
94.12,09:14:22,S10,20.43
105.93,09:14:22,S2,20.73
91.4,09:14:22,S3,26.19
86.13,09:14:22,S4,24.71
109.95,09:14:22,S5,29.71
73.93,09:14:22,S6,20.53
70.12,09:14:22,S7,20.39
94.17,09:14:22,S8,20.63
86.22,09:14:22,S9,20.31
75.77,09:14:23,S1,20.65
94.82,09:14:23,S10,20.43
106.0,09:14:23,S2,20.73
91.33,09:14:23,S3,26.19
85.97,09:14:23,S4,24.71
110.02,09:14:23,S5,29.71
73.55,09:14:23,S6,20.53
70.12,09:14:23,S7,20.39
93.77,09:14:23,S8,20.61
86.2,09:14:23,S9,20.31
75.45,09:14:24,S1,20.65
95.75,09:14:24,S10,20.43
106.07,09:14:24,S2,20.73
91.28,09:14:24,S3,26.23
85.83,09:14:24,S4,24.71
110.03,09:14:24,S5,29.71
73.13,09:14:24,S6,20.53
70.15,09:14:24,S7,20.41
93.37,09:14:24,S8,20.61
86.15,09:14:24,S9,20.31
75.13,09:14:25,S1,20.65
96.72,09:14:25,S10,20.43
106.12,09:14:25,S2,20.73
91.33,09:14:25,S3,26.23
85.77,09:14:25,S4,24.73
110.07,09:14:25,S5,29.71
72.67,09:14:25,S6,20.51
70.2,09:14:25,S7,20.41
92.93,09:14:25,S8,20.61
86.07,09:14:25,S9,20.33
74.8,09:14:26,S1,20.63
97.62,09:14:26,S10,20.43
106.17,09:14:26,S2,20.73
91.4,09:14:26,S3,26.23
85.82,09:14:26,S4,24.73
110.08,09:14:26,S5,29.73
72.13,09:14:26,S6,20.51
70.23,09:14:26,S7,20.41
92.57,09:14:26,S8,20.65
86.08,09:14:26,S9,20.33
74.5,09:14:27,S1,20.63
98.65,09:14:27,S10,20.43
106.23,09:14:27,S2,20.73
91.45,09:14:27,S3,26.17
85.85,09:14:27,S4,24.73
110.12,09:14:27,S5,29.73
71.63,09:14:27,S6,20.51
70.27,09:14:27,S7,20.41
92.32,09:14:27,S8,20.65
86.05,09:14:27,S9,20.33
74.23,09:14:28,S1,20.63
99.68,09:14:28,S10,20.43
106.3,09:14:28,S2,20.73
91.48,09:14:28,S3,26.17
85.77,09:14:28,S4,24.69
110.15,09:14:28,S5,29.73
71.17,09:14:28,S6,20.55
70.32,09:14:28,S7,20.41
92.07,09:14:28,S8,20.65
86.02,09:14:28,S9,20.33
74.0,09:14:29,S1,20.63
100.73,09:14:29,S10,20.41
106.37,09:14:29,S2,20.73
91.45,09:14:29,S3,26.17
85.63,09:14:29,S4,24.69
110.2,09:14:29,S5,29.71
70.65,09:14:29,S6,20.55
70.63,09:14:29,S7,20.41
91.82,09:14:29,S8,20.63
85.87,09:14:29,S9,20.33
73.8,09:14:30,S1,20.63
101.8,09:14:30,S10,20.41
106.43,09:14:30,S2,20.73
91.45,09:14:30,S3,26.19
85.22,09:14:30,S4,24.69
110.25,09:14:30,S5,29.71
70.15,09:14:30,S6,20.55
70.85,09:14:30,S7,20.39
91.53,09:14:30,S8,20.63
85.73,09:14:30,S9,20.33
73.65,09:14:31,S1,20.63
102.87,09:14:31,S10,20.41
106.48,09:14:31,S2,20.75
91.47,09:14:31,S3,26.19
84.85,09:14:31,S4,24.63
110.3,09:14:31,S5,29.71
69.62,09:14:31,S6,20.53
71.08,09:14:31,S7,20.39
91.22,09:14:31,S8,20.63
85.67,09:14:31,S9,20.33
73.52,09:14:32,S1,20.63
104.1,09:14:32,S10,20.49
106.52,09:14:32,S2,20.75
91.47,09:14:32,S3,26.19
84.53,09:14:32,S4,24.63
110.32,09:14:32,S5,29.73
69.1,09:14:32,S6,20.53
71.18,09:14:32,S7,20.39
90.8,09:14:32,S8,20.63
85.68,09:14:32,S9,20.33
73.37,09:14:33,S1,20.63
105.08,09:14:33,S10,20.49
106.55,09:14:33,S2,20.75
91.47,09:14:33,S3,26.19
84.27,09:14:33,S4,24.63
110.28,09:14:33,S5,29.73
68.67,09:14:33,S6,20.53
71.2,09:14:33,S7,20.41
90.33,09:14:33,S8,20.63
85.77,09:14:33,S9,20.33
73.27,09:14:34,S1,20.63
105.95,09:14:34,S10,20.49
106.55,09:14:34,S2,20.71
91.45,09:14:34,S3,26.19
84.13,09:14:34,S4,24.65
110.22,09:14:34,S5,29.73
68.2,09:14:34,S6,20.53
71.25,09:14:34,S7,20.41
89.9,09:14:34,S8,20.63
85.87,09:14:34,S9,20.31
73.37,09:14:35,S1,20.61
106.82,09:14:35,S10,20.45
106.53,09:14:35,S2,20.71
91.38,09:14:35,S3,26.19
84.03,09:14:35,S4,24.65
110.12,09:14:35,S5,29.73
67.72,09:14:35,S6,20.53
71.33,09:14:35,S7,20.41
89.45,09:14:35,S8,20.61
85.93,09:14:35,S9,20.31
73.47,09:14:36,S1,20.61
107.73,09:14:36,S10,20.45
106.48,09:14:36,S2,20.71
91.3,09:14:36,S3,26.35
83.95,09:14:36,S4,24.65
110.0,09:14:36,S5,29.73
67.25,09:14:36,S6,20.53
71.43,09:14:36,S7,20.39
89.03,09:14:36,S8,20.61
86.03,09:14:36,S9,20.31
73.57,09:14:37,S1,20.61
108.6,09:14:37,S10,20.45
106.45,09:14:37,S2,20.71
91.23,09:14:37,S3,26.35
83.92,09:14:37,S4,24.63
109.88,09:14:37,S5,29.73
66.73,09:14:37,S6,20.53
71.52,09:14:37,S7,20.39
88.67,09:14:37,S8,20.61
86.13,09:14:37,S9,20.33
73.55,09:14:38,S1,20.63
109.18,09:14:38,S10,20.45
106.4,09:14:38,S2,20.71
91.18,09:14:38,S3,26.35
83.85,09:14:38,S4,24.63
109.77,09:14:38,S5,29.75
66.22,09:14:38,S6,20.53
71.55,09:14:38,S7,20.39
88.32,09:14:38,S8,20.63
86.08,09:14:38,S9,20.33
73.53,09:14:39,S1,20.63
109.82,09:14:39,S10,20.45
106.35,09:14:39,S2,20.71
91.3,09:14:39,S3,26.29
83.83,09:14:39,S4,24.63
109.67,09:14:39,S5,29.75
65.7,09:14:39,S6,20.53
71.57,09:14:39,S7,20.37
87.97,09:14:39,S8,20.63
86.08,09:14:39,S9,20.33
73.43,09:14:40,S1,20.63
110.33,09:14:40,S10,20.45
106.35,09:14:40,S2,20.75
91.4,09:14:40,S3,26.29
83.83,09:14:40,S4,24.63
109.57,09:14:40,S5,29.75
65.23,09:14:40,S6,20.53
71.62,09:14:40,S7,20.37
87.63,09:14:40,S8,20.63
86.07,09:14:40,S9,20.33
73.53,09:14:41,S1,20.65
110.52,09:14:41,S10,20.46
106.38,09:14:41,S2,20.75
91.5,09:14:41,S3,26.29
83.87,09:14:41,S4,24.63
109.48,09:14:41,S5,29.75
64.78,09:14:41,S6,20.53
71.77,09:14:41,S7,20.37
87.32,09:14:41,S8,20.61
85.98,09:14:41,S9,20.33
73.65,09:14:42,S1,20.65
110.63,09:14:42,S10,20.46
106.43,09:14:42,S2,20.75
91.6,09:14:42,S3,26.41
83.88,09:14:42,S4,24.63
109.42,09:14:42,S5,29.75
64.27,09:14:42,S6,20.53
71.93,09:14:42,S7,20.45
86.92,09:14:42,S8,20.61
85.92,09:14:42,S9,20.33
73.73,09:14:43,S1,20.65
110.58,09:14:43,S10,20.46
106.5,09:14:43,S2,20.75
91.68,09:14:43,S3,26.41
83.87,09:14:43,S4,24.67
109.33,09:14:43,S5,29.75
63.7,09:14:43,S6,20.53
72.3,09:14:43,S7,20.45
86.47,09:14:43,S8,20.61
85.85,09:14:43,S9,20.33
73.82,09:14:44,S1,20.63
110.55,09:14:44,S10,20.45
106.55,09:14:44,S2,20.75
91.77,09:14:44,S3,26.41
83.87,09:14:44,S4,24.67
109.25,09:14:44,S5,29.75
63.28,09:14:44,S6,20.53
72.83,09:14:44,S7,20.45
86.02,09:14:44,S8,20.63
85.78,09:14:44,S9,20.33
73.8,09:14:45,S1,20.63
110.48,09:14:45,S10,20.45
106.58,09:14:45,S2,20.75
91.85,09:14:45,S3,26.39
83.87,09:14:45,S4,24.67
109.18,09:14:45,S5,29.75
62.88,09:14:45,S6,20.53
73.4,09:14:45,S7,20.41
85.63,09:14:45,S8,20.63
85.68,09:14:45,S9,20.33
73.82,09:14:46,S1,20.63
110.42,09:14:46,S10,20.45
106.63,09:14:46,S2,20.75
91.95,09:14:46,S3,26.39
83.75,09:14:46,S4,24.67
109.12,09:14:46,S5,29.75
62.5,09:14:46,S6,20.53
73.97,09:14:46,S7,20.41
85.18,09:14:46,S8,20.63
85.42,09:14:46,S9,20.35
73.82,09:14:47,S1,20.61
110.35,09:14:47,S10,20.43
106.65,09:14:47,S2,20.75
91.98,09:14:47,S3,26.39
83.67,09:14:47,S4,24.67
109.03,09:14:47,S5,29.77
62.1,09:14:47,S6,20.53
74.5,09:14:47,S7,20.41
84.6,09:14:47,S8,20.63
85.28,09:14:47,S9,20.35
73.77,09:14:48,S1,20.61
110.25,09:14:48,S10,20.43
106.65,09:14:48,S2,20.75
92.08,09:14:48,S3,26.45
83.55,09:14:48,S4,24.67
108.93,09:14:48,S5,29.77
61.75,09:14:48,S6,20.53
75.0,09:14:48,S7,20.41
84.02,09:14:48,S8,20.63
85.12,09:14:48,S9,20.35
73.77,09:14:49,S1,20.61
110.22,09:14:49,S10,20.43
106.63,09:14:49,S2,20.75
92.18,09:14:49,S3,26.45
83.43,09:14:49,S4,24.67
108.82,09:14:49,S5,29.77
61.43,09:14:49,S6,20.55
75.55,09:14:49,S7,20.41
83.23,09:14:49,S8,20.63
84.93,09:14:49,S9,20.35
73.7,09:14:50,S1,20.65
110.18,09:14:50,S10,20.45
106.6,09:14:50,S2,20.75
92.38,09:14:50,S3,26.45
83.32,09:14:50,S4,24.67
108.7,09:14:50,S5,29.77
61.1,09:14:50,S6,20.55
76.13,09:14:50,S7,20.41
82.47,09:14:50,S8,20.65
84.82,09:14:50,S9,20.35
73.58,09:14:51,S1,20.65
110.27,09:14:51,S10,20.45
106.55,09:14:51,S2,20.75
92.53,09:14:51,S3,26.39
83.2,09:14:51,S4,24.67
108.57,09:14:51,S5,29.77
60.8,09:14:51,S6,20.55
76.72,09:14:51,S7,20.37
81.7,09:14:51,S8,20.65
84.68,09:14:51,S9,20.35
73.42,09:14:52,S1,20.65
110.35,09:14:52,S10,20.45
106.52,09:14:52,S2,20.75
92.67,09:14:52,S3,26.39
83.05,09:14:52,S4,24.67
108.43,09:14:52,S5,29.77
60.5,09:14:52,S6,20.53
77.27,09:14:52,S7,20.37
80.93,09:14:52,S8,20.65
84.6,09:14:52,S9,20.31
73.33,09:14:53,S1,20.63
110.4,09:14:53,S10,20.45
106.52,09:14:53,S2,20.75
92.73,09:14:53,S3,26.39
82.92,09:14:53,S4,24.67
108.32,09:14:53,S5,29.75
60.2,09:14:53,S6,20.53
77.75,09:14:53,S7,20.37
80.15,09:14:53,S8,20.63
84.52,09:14:53,S9,20.31
72.97,09:14:54,S1,20.63
110.43,09:14:54,S10,20.45
106.47,09:14:54,S2,20.75
92.92,09:14:54,S3,26.41
82.77,09:14:54,S4,24.67
108.2,09:14:54,S5,29.75
59.93,09:14:54,S6,20.53
78.22,09:14:54,S7,20.41
79.5,09:14:54,S8,20.63
84.42,09:14:54,S9,20.31
72.62,09:14:55,S1,20.63
110.38,09:14:55,S10,20.45
106.43,09:14:55,S2,20.73
93.08,09:14:55,S3,26.41
82.58,09:14:55,S4,24.67
108.1,09:14:55,S5,29.75
59.67,09:14:55,S6,20.53
78.6,09:14:55,S7,20.41
79.05,09:14:55,S8,20.63
84.32,09:14:55,S9,20.35
73.17,09:14:56,S1,20.63
110.28,09:14:56,S10,20.46
106.4,09:14:56,S2,20.73
93.23,09:14:56,S3,26.41
82.38,09:14:56,S4,24.67
108.02,09:14:56,S5,29.77
59.4,09:14:56,S6,20.53
79.0,09:14:56,S7,20.41
78.65,09:14:56,S8,20.63
