Time,Temperature
09:00:00,19.740000000000002
09:00:01,19.915
09:00:02,19.915
09:00:03,19.68
09:00:04,19.68
09:00:05,19.68
09:00:06,19.68
09:00:07,19.68
09:00:08,19.67
09:00:09,19.67
09:00:10,19.67
09:00:11,19.67
09:00:12,19.67
09:00:13,19.67
09:00:14,19.68
09:00:15,19.79
09:00:16,19.9
09:00:17,19.92
09:00:18,19.799999999999997
09:00:19,19.689999999999998
09:00:20,19.689999999999998
09:00:21,19.689999999999998
09:00:22,19.689999999999998
09:00:23,19.689999999999998
09:00:24,19.689999999999998
09:00:25,19.689999999999998
09:00:26,19.689999999999998
09:00:27,19.7
09:00:28,19.689999999999998
09:00:29,19.689999999999998
09:00:30,19.689999999999998
09:00:31,19.7
09:00:32,19.7
09:00:33,19.705
09:00:34,19.705
09:00:35,19.705
09:00:36,19.7
09:00:37,19.7
09:00:38,19.71
09:00:39,19.740000000000002
09:00:40,19.740000000000002
09:00:41,19.740000000000002
09:00:42,19.71
09:00:43,19.71
09:00:44,19.71
09:00:45,19.71
09:00:46,19.71
09:00:47,19.71
09:00:48,19.799999999999997
09:00:49,19.799999999999997
09:00:50,19.799999999999997
09:00:51,19.755
09:00:52,19.755
09:00:53,19.755
09:00:54,19.81
09:00:55,19.82
09:00:56,19.82
09:00:57,19.83
09:00:58,19.82
09:00:59,19.83
09:01:00,19.82
09:01:01,19.83
09:01:02,19.83
09:01:03,19.83
09:01:04,19.84
09:01:05,19.85
09:01:06,19.85
09:01:07,19.84
09:01:08,19.83
09:01:09,19.83
09:01:10,19.85
09:01:11,19.86
09:01:12,19.93
09:01:13,19.92
09:01:14,19.97
09:01:15,19.85
09:01:16,19.85
09:01:17,19.83
09:01:18,19.83
09:01:19,19.84
09:01:20,19.86
09:01:21,19.86
09:01:22,19.86
09:01:23,19.87
09:01:24,19.87
09:01:25,19.880000000000003
09:01:26,19.880000000000003
09:01:27,19.990000000000002
09:01:28,19.880000000000003
09:01:29,19.87
09:01:30,19.84
09:01:31,19.84
09:01:32,19.86
09:01:33,19.86
09:01:34,19.86
09:01:35,19.87
09:01:36,19.98
09:01:37,19.98
09:01:38,19.87
09:01:39,19.87
09:01:40,19.89
09:01:41,19.91
09:01:42,19.87
09:01:43,19.87
09:01:44,19.880000000000003
09:01:45,19.880000000000003
09:01:46,19.87
09:01:47,19.85
09:01:48,19.85
09:01:49,19.85
09:01:50,19.86
09:01:51,19.89
09:01:52,19.89
09:01:53,19.89
09:01:54,19.86
09:01:55,19.86
09:01:56,19.89
09:01:57,19.91
09:01:58,19.91
09:01:59,19.945
09:02:00,19.945
09:02:01,19.945
09:02:02,19.92
09:02:03,20.0
09:02:04,20.009999999999998
09:02:05,20.009999999999998
09:02:06,19.880000000000003
09:02:07,19.880000000000003
09:02:08,19.91
09:02:09,19.91
09:02:10,19.91
09:02:11,19.91
09:02:12,19.939999999999998
09:02:13,19.939999999999998
09:02:14,19.939999999999998
09:02:15,19.93
09:02:16,19.98
09:02:17,19.97
09:02:18,19.97
09:02:19,19.95
09:02:20,19.95
09:02:21,19.95
09:02:22,19.955
09:02:23,20.035
09:02:24,20.035
09:02:25,19.955
09:02:26,19.955
09:02:27,19.96
09:02:28,19.955
09:02:29,19.955
09:02:30,19.93
09:02:31,19.96
09:02:32,19.96
09:02:33,19.96
09:02:34,19.975
09:02:35,19.96
09:02:36,19.96
09:02:37,19.975
09:02:38,19.99
09:02:39,19.99
09:02:40,20.0
09:02:41,20.01
09:02:42,20.01
09:02:43,20.0
09:02:44,20.009999999999998
09:02:45,20.009999999999998
09:02:46,19.93
09:02:47,19.92
09:02:48,19.92
09:02:49,20.0
09:02:50,20.009999999999998
09:02:51,20.009999999999998
09:02:52,19.95
09:02:53,19.95
09:02:54,19.95
09:02:55,20.01
09:02:56,20.020000000000003
09:02:57,20.020000000000003
09:02:58,20.020000000000003
09:02:59,20.020000000000003
09:03:00,20.11
09:03:01,20.11
09:03:02,20.115000000000002
09:03:03,20.025
09:03:04,20.025
09:03:05,20.020000000000003
09:03:06,20.020000000000003
09:03:07,20.020000000000003
09:03:08,20.020000000000003
09:03:09,20.020000000000003
09:03:10,20.020000000000003
09:03:11,20.025
09:03:12,20.025
09:03:13,20.035
09:03:14,20.035
09:03:15,20.035
09:03:16,20.025
09:03:17,20.025
09:03:18,20.025
09:03:19,20.064999999999998
09:03:20,20.08
09:03:21,20.08
09:03:22,20.07
09:03:23,20.07
09:03:24,20.07
09:03:25,20.05
09:03:26,20.060000000000002
09:03:27,20.060000000000002
09:03:28,20.060000000000002
09:03:29,20.05
09:03:30,20.05
09:03:31,20.055
09:03:32,20.055
09:03:33,20.055
09:03:34,20.055
09:03:35,20.075
09:03:36,20.075
09:03:37,20.07
09:03:38,20.060000000000002
09:03:39,20.060000000000002
09:03:40,20.064999999999998
09:03:41,20.075
09:03:42,20.075
09:03:43,20.1
09:03:44,20.09
09:03:45,20.09
09:03:46,20.060000000000002
09:03:47,20.060000000000002
09:03:48,20.060000000000002
09:03:49,20.064999999999998
09:03:50,20.075
09:03:51,20.075
09:03:52,20.075
09:03:53,20.075
09:03:54,20.075
09:03:55,20.075
09:03:56,20.075
09:03:57,20.075
09:03:58,20.09
09:03:59,20.11
09:04:00,20.11
09:04:01,20.095
09:04:02,20.08
09:04:03,20.08
09:04:04,20.095
09:04:05,20.11
09:04:06,20.11
09:04:07,20.119999999999997
09:04:08,20.105
09:04:09,20.105
09:04:10,20.105
09:04:11,20.119999999999997
09:04:12,20.119999999999997
09:04:13,20.11
09:04:14,20.11
09:04:15,20.11
09:04:16,20.119999999999997
09:04:17,20.119999999999997
09:04:18,20.119999999999997
09:04:19,20.13
09:04:20,20.14
09:04:21,20.14
09:04:22,20.130000000000003
09:04:23,20.119999999999997
09:04:24,20.119999999999997
09:04:25,20.119999999999997
09:04:26,20.130000000000003
09:04:27,20.130000000000003
09:04:28,20.130000000000003
09:04:29,20.130000000000003
09:04:30,20.130000000000003
09:04:31,20.14
09:04:32,20.14
09:04:33,20.14
09:04:34,20.145000000000003
09:04:35,20.134999999999998
09:04:36,20.134999999999998
09:04:37,20.119999999999997
09:04:38,20.119999999999997
09:04:39,20.119999999999997
09:04:40,20.13
09:04:41,20.14
09:04:42,20.14
09:04:43,20.145000000000003
09:04:44,20.155
09:04:45,20.155
09:04:46,20.15
09:04:47,20.14
09:04:48,20.14
09:04:49,20.14
09:04:50,20.13
09:04:51,20.13
09:04:52,20.134999999999998
09:04:53,20.155
09:04:54,20.155
09:04:55,20.17
09:04:56,20.16
09:04:57,20.16
09:04:58,20.16
09:04:59,20.174999999999997
09:05:00,20.174999999999997
09:05:01,20.16
09:05:02,20.155
09:05:03,20.155
09:05:04,20.155
09:05:05,20.155
09:05:06,20.155
09:05:07,20.17
09:05:08,20.174999999999997
09:05:09,20.174999999999997
09:05:10,20.174999999999997
09:05:11,20.174999999999997
09:05:12,20.174999999999997
09:05:13,20.174999999999997
09:05:14,20.189999999999998
09:05:15,20.189999999999998
09:05:16,20.189999999999998
09:05:17,20.189999999999998
09:05:18,20.189999999999998
09:05:19,20.189999999999998
09:05:20,20.2
09:05:21,20.2
09:05:22,20.2
09:05:23,20.189999999999998
09:05:24,20.189999999999998
09:05:25,20.189999999999998
09:05:26,20.2
09:05:27,20.2
09:05:28,20.21
09:05:29,20.200000000000003
09:05:30,20.200000000000003
09:05:31,20.189999999999998
09:05:32,20.189999999999998
09:05:33,20.189999999999998
09:05:34,20.200000000000003
09:05:35,20.21
09:05:36,20.21
09:05:37,20.22
09:05:38,20.259999999999998
09:05:39,20.259999999999998
09:05:40,20.259999999999998
09:05:41,20.259999999999998
09:05:42,20.259999999999998
09:05:43,20.259999999999998
09:05:44,20.25
09:05:45,20.25
09:05:46,20.25
09:05:47,20.25
09:05:48,20.25
09:05:49,20.25
09:05:50,20.27
09:05:51,20.27
09:05:52,20.27
09:05:53,20.259999999999998
09:05:54,20.259999999999998
09:05:55,20.259999999999998
09:05:56,20.27
09:05:57,20.27
09:05:58,20.27
09:05:59,20.25
09:06:00,20.25
09:06:01,20.25
09:06:02,20.27
09:06:03,20.27
09:06:04,20.27
09:06:05,20.259999999999998
09:06:06,20.259999999999998
09:06:07,20.259999999999998
09:06:08,20.29
09:06:09,20.29
09:06:10,20.29
09:06:11,20.28
09:06:12,20.28
09:06:13,20.28
09:06:14,20.29
09:06:15,20.29
09:06:16,20.29
09:06:17,20.28
09:06:18,20.28
09:06:19,20.28
09:06:20,20.28
09:06:21,20.28
09:06:22,20.28
09:06:23,20.29
09:06:24,20.29
09:06:25,20.29
09:06:26,20.29
09:06:27,20.29
09:06:28,20.29
09:06:29,20.299999999999997
09:06:30,20.299999999999997
09:06:31,20.299999999999997
09:06:32,20.299999999999997
09:06:33,20.299999999999997
09:06:34,20.299999999999997
09:06:35,20.29
09:06:36,20.29
09:06:37,20.29
09:06:38,20.299999999999997
09:06:39,20.299999999999997
09:06:40,20.299999999999997
09:06:41,20.31
09:06:42,20.31
09:06:43,20.31
09:06:44,20.299999999999997
09:06:45,20.299999999999997
09:06:46,20.299999999999997
09:06:47,20.299999999999997
09:06:48,20.299999999999997
09:06:49,20.299999999999997
09:06:50,20.31
09:06:51,20.31
09:06:52,20.31
09:06:53,20.31
09:06:54,20.38
09:06:55,20.38
09:06:56,20.369999999999997
09:06:57,20.369999999999997
09:06:58,20.369999999999997
09:06:59,20.4
09:07:00,20.4
09:07:01,20.4
09:07:02,20.38
09:07:03,20.38
09:07:04,20.38
09:07:05,20.41
09:07:06,20.41
09:07:07,20.41
09:07:08,20.4
09:07:09,20.4
09:07:10,20.4
09:07:11,20.380000000000003
09:07:12,20.380000000000003
09:07:13,20.380000000000003
09:07:14,20.41
09:07:15,20.41
09:07:16,20.41
09:07:17,20.39
09:07:18,20.39
09:07:19,20.39
09:07:20,20.4
09:07:21,20.4
09:07:22,20.4
09:07:23,20.39
09:07:24,20.39
09:07:25,20.39
09:07:26,20.4
09:07:27,20.4
09:07:28,20.4
09:07:29,20.41
09:07:30,20.41
09:07:31,20.41
09:07:32,20.405
09:07:33,20.405
09:07:34,20.405
09:07:35,20.4
09:07:36,20.4
09:07:37,20.4
09:07:38,20.39
09:07:39,20.39
09:07:40,20.39
09:07:41,20.4
09:07:42,20.4
09:07:43,20.4
09:07:44,20.415
09:07:45,20.415
09:07:46,20.415
09:07:47,20.405
09:07:48,20.405
09:07:49,20.405
09:07:50,20.4
09:07:51,20.4
09:07:52,20.4
09:07:53,20.41
09:07:54,20.41
09:07:55,20.41
09:07:56,20.41
09:07:57,20.41
09:07:58,20.41
09:07:59,20.41
09:08:00,20.41
09:08:01,20.41
09:08:02,20.44
09:08:03,20.44
09:08:04,20.44
09:08:05,20.415
09:08:06,20.415
09:08:07,20.415
09:08:08,20.450000000000003
09:08:09,20.450000000000003
09:08:10,20.450000000000003
09:08:11,20.415
09:08:12,20.415
09:08:13,20.415
09:08:14,20.439999999999998
09:08:15,20.439999999999998
09:08:16,20.439999999999998
09:08:17,20.41
09:08:18,20.41
09:08:19,20.41
09:08:20,20.415
09:08:21,20.415
09:08:22,20.415
09:08:23,20.425
09:08:24,20.425
09:08:25,20.425
09:08:26,20.439999999999998
09:08:27,20.439999999999998
09:08:28,20.439999999999998
09:08:29,20.42
09:08:30,20.42
09:08:31,20.42
09:08:32,20.415
09:08:33,20.415
09:08:34,20.415
09:08:35,20.44
09:08:36,20.44
09:08:37,20.44
09:08:38,20.425
09:08:39,20.425
09:08:40,20.425
09:08:41,20.439999999999998
09:08:42,20.439999999999998
09:08:43,20.439999999999998
09:08:44,20.46
09:08:45,20.46
09:08:46,20.46
09:08:47,20.439999999999998
09:08:48,20.439999999999998
09:08:49,20.439999999999998
09:08:50,20.45
09:08:51,20.45
09:08:52,20.45
09:08:53,20.435000000000002
09:08:54,20.435000000000002
09:08:55,20.435000000000002
09:08:56,20.439999999999998
09:08:57,20.439999999999998
09:08:58,20.439999999999998
09:08:59,20.45
09:09:00,20.45
09:09:01,20.45
09:09:02,20.45
09:09:03,20.45
09:09:04,20.45
09:09:05,20.45
09:09:06,20.45
09:09:07,20.45
09:09:08,20.46
09:09:09,20.46
09:09:10,20.46
09:09:11,20.46
09:09:12,20.46
09:09:13,20.46
09:09:14,20.46
09:09:15,20.46
09:09:16,20.46
09:09:17,20.47
09:09:18,20.47
09:09:19,20.47
09:09:20,20.45
09:09:21,20.45
09:09:22,20.45
09:09:23,20.47
09:09:24,20.47
09:09:25,20.47
09:09:26,20.485
09:09:27,20.485
09:09:28,20.485
09:09:29,20.48
09:09:30,20.48
09:09:31,20.48
09:09:32,20.485
09:09:33,20.485
09:09:34,20.485
09:09:35,20.47
09:09:36,20.47
09:09:37,20.47
09:09:38,20.495
09:09:39,20.495
09:09:40,20.495
09:09:41,20.46
09:09:42,20.46
09:09:43,20.46
09:09:44,20.485
09:09:45,20.485
09:09:46,20.485
09:09:47,20.495
09:09:48,20.495
09:09:49,20.495
09:09:50,20.5
09:09:51,20.5
09:09:52,20.5
09:09:53,20.48
09:09:54,20.48
09:09:55,20.48
09:09:56,20.485
09:09:57,20.485
09:09:58,20.485
09:09:59,20.485
09:10:00,20.485
09:10:01,20.485
09:10:02,20.485
09:10:03,20.485
09:10:04,20.485
09:10:05,20.485
09:10:06,20.485
09:10:07,20.485
09:10:08,20.490000000000002
09:10:09,20.490000000000002
09:10:10,20.490000000000002
09:10:11,20.509999999999998
09:10:12,20.509999999999998
09:10:13,20.509999999999998
09:10:14,20.485
09:10:15,20.485
09:10:16,20.485
09:10:17,20.515
09:10:18,20.515
09:10:19,20.515
09:10:20,20.509999999999998
09:10:21,20.509999999999998
09:10:22,20.509999999999998
09:10:23,20.485
09:10:24,20.485
09:10:25,20.485
09:10:26,20.5
09:10:27,20.5
09:10:28,20.5
09:10:29,20.495
09:10:30,20.495
09:10:31,20.495
09:10:32,20.505000000000003
09:10:33,20.505000000000003
09:10:34,20.505000000000003
09:10:35,20.475
09:10:36,20.475
09:10:37,20.475
09:10:38,20.509999999999998
09:10:39,20.509999999999998
09:10:40,20.509999999999998
09:10:41,20.509999999999998
09:10:42,20.509999999999998
09:10:43,20.509999999999998
09:10:44,20.509999999999998
