Student,Average Heart Rate,Average Temperature
S1,100.6205036104425,22.824171449731534
S10,86.24927235697093,23.281484910201815
S2,93.69743380855398,25.022910572116274
S3,89.18973153119792,26.25426402518052
S4,78.61084799111276,25.803943714127016
S5,108.6220644325125,29.6604221440474
S6,79.15208665062025,23.30846324754675
S7,84.81174412145899,21.869368635437883
S8,93.46264025180521,23.635952601370118
S9,87.69189224217737,26.91465469357526
