Time,Temperature
09:00:00,22.89
09:00:01,22.89
09:00:02,22.88
09:00:03,22.88
09:00:04,22.869999999999997
09:00:05,22.869999999999997
09:00:06,22.869999999999997
09:00:07,22.89
09:00:08,22.89
09:00:09,22.89
09:00:10,22.89
09:00:11,22.89
09:00:12,22.89
09:00:13,22.89
09:00:14,22.89
09:00:15,22.89
09:00:16,22.9
09:00:17,22.89
09:00:18,22.89
09:00:19,22.88
09:00:20,22.89
09:00:21,22.89
09:00:22,22.89
09:00:23,22.89
09:00:24,22.89
09:00:25,22.89
09:00:26,22.88
09:00:27,22.88
09:00:28,22.89
09:00:29,22.9
09:00:30,22.9
09:00:31,22.9
09:00:32,22.89
09:00:33,22.89
09:00:34,22.89
09:00:35,22.89
09:00:36,22.89
09:00:37,22.88
09:00:38,22.88
09:00:39,22.88
09:00:40,22.9
09:00:41,22.9
09:00:42,22.9
09:00:43,22.89
09:00:44,22.88
09:00:45,22.88
09:00:46,22.89
09:00:47,22.89
09:00:48,22.89
09:00:49,22.88
09:00:50,22.869999999999997
09:00:51,22.869999999999997
09:00:52,22.89
09:00:53,22.89
09:00:54,22.89
09:00:55,22.9
09:00:56,22.9
09:00:57,22.9
09:00:58,22.89
09:00:59,22.89
09:01:00,22.89
09:01:01,22.89
09:01:02,22.89
09:01:03,22.89
09:01:04,22.89
09:01:05,22.89
09:01:06,22.89
09:01:07,22.89
09:01:08,22.89
09:01:09,22.89
09:01:10,22.88
09:01:11,22.89
09:01:12,22.89
09:01:13,22.89
09:01:14,22.88
09:01:15,22.88
09:01:16,22.89
09:01:17,22.9
09:01:18,22.9
09:01:19,22.91
09:01:20,22.9
09:01:21,22.9
09:01:22,22.89
09:01:23,22.9
09:01:24,22.9
09:01:25,22.9
09:01:26,22.89
09:01:27,22.89
09:01:28,22.88
09:01:29,22.88
09:01:30,22.88
09:01:31,22.89
09:01:32,22.89
09:01:33,22.9
09:01:34,22.89
09:01:35,22.89
09:01:36,22.89
09:01:37,22.89
09:01:38,22.89
09:01:39,22.89
09:01:40,22.89
09:01:41,22.89
09:01:42,22.89
09:01:43,22.9
09:01:44,22.9
09:01:45,22.9
09:01:46,22.89
09:01:47,22.89
09:01:48,22.89
09:01:49,22.89
09:01:50,22.89
09:01:51,22.89
09:01:52,22.89
09:01:53,22.89
09:01:54,22.89
09:01:55,22.89
09:01:56,22.9
09:01:57,22.9
09:01:58,22.9
09:01:59,22.9
09:02:00,22.9
09:02:01,22.9
09:02:02,22.9
09:02:03,22.9
09:02:04,22.9
09:02:05,22.9
09:02:06,22.9
09:02:07,22.89
09:02:08,22.89
09:02:09,22.89
09:02:10,22.9
09:02:11,22.9
09:02:12,22.9
09:02:13,22.91
09:02:14,22.91
09:02:15,22.91
09:02:16,22.89
09:02:17,22.89
09:02:18,22.89
09:02:19,22.9
09:02:20,22.9
09:02:21,22.9
09:02:22,22.909999999999997
09:02:23,22.9
09:02:24,22.9
09:02:25,22.909999999999997
09:02:26,22.909999999999997
09:02:27,22.909999999999997
09:02:28,22.9
09:02:29,22.9
09:02:30,22.9
09:02:31,22.9
09:02:32,22.9
09:02:33,22.9
09:02:34,22.9
09:02:35,22.9
09:02:36,22.9
09:02:37,22.89
09:02:38,22.89
09:02:39,22.89
09:02:40,22.89
09:02:41,22.89
09:02:42,22.89
09:02:43,22.9
09:02:44,22.9
09:02:45,22.9
09:02:46,22.89
09:02:47,22.89
09:02:48,22.89
09:02:49,22.9
09:02:50,22.9
09:02:51,22.9
09:02:52,22.89
09:02:53,22.89
09:02:54,22.9
09:02:55,22.9
09:02:56,22.909999999999997
09:02:57,22.909999999999997
09:02:58,22.909999999999997
09:02:59,22.9
09:03:00,22.9
09:03:01,22.88
09:03:02,22.88
09:03:03,22.88
09:03:04,22.89
09:03:05,22.9
09:03:06,22.9
09:03:07,22.909999999999997
09:03:08,22.909999999999997
09:03:09,22.909999999999997
09:03:10,22.9
09:03:11,22.9
09:03:12,22.9
09:03:13,22.9
09:03:14,22.89
09:03:15,22.89
09:03:16,22.88
09:03:17,22.89
09:03:18,22.89
09:03:19,22.89
09:03:20,22.89
09:03:21,22.89
09:03:22,22.89
09:03:23,22.89
09:03:24,22.89
09:03:25,22.89
09:03:26,22.89
09:03:27,22.89
09:03:28,22.89
09:03:29,22.89
09:03:30,22.89
09:03:31,22.9
09:03:32,22.9
09:03:33,22.9
09:03:34,22.9
09:03:35,22.9
09:03:36,22.9
09:03:37,22.89
09:03:38,22.9
09:03:39,22.9
09:03:40,22.9
09:03:41,22.9
09:03:42,22.9
09:03:43,22.9
09:03:44,22.9
09:03:45,22.9
09:03:46,22.88
09:03:47,22.89
09:03:48,22.89
09:03:49,22.9
09:03:50,22.89
09:03:51,22.89
09:03:52,22.9
09:03:53,22.909999999999997
09:03:54,22.909999999999997
09:03:55,22.9
09:03:56,22.9
09:03:57,22.9
09:03:58,22.9
09:03:59,22.9
09:04:00,22.9
09:04:01,22.9
09:04:02,22.9
09:04:03,22.9
09:04:04,22.9
09:04:05,22.9
09:04:06,22.9
09:04:07,22.89
09:04:08,22.9
09:04:09,22.9
